param_feature_selector__feature_set,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,mean_test_acc,std_test_acc,rank_test_acc,model
cleaned,0.45,0.8510072468585864,0.5952380952380952,0.4552845528455285,0.5878824737355526,0.16269798445780537,352,0.6,0.898876404494382,0.7142857142857143,0.5185185185185185,0.6829201593246538,0.14276252150687044,246,LogisticRegression_PCA
cleaned,0.22857142857142854,0.8475511881924599,0.7285714285714285,0.4961240310077519,0.5752045190857672,0.23669724340012507,390,0.4,0.8651685393258427,0.746031746031746,0.5925925925925926,0.6509482194875453,0.1741490816125485,347,LogisticRegression_PCA
cleaned,0.5844155844155844,0.8161577169642241,0.6854879773691654,0.4961240310077519,0.6455463274391815,0.11912973185592074,261,0.6,0.8314606741573034,0.7301587301587301,0.5925925925925926,0.6885529992271565,0.098999588021727,238,LogisticRegression_PCA
cleaned,0.841025641025641,0.8280558392917944,0.7489691971865146,0.5634920634920635,0.7453856852490033,0.11076945281087089,97,0.84,0.8539325842696629,0.7619047619047619,0.6296296296296297,0.7713667439510137,0.08903170854224784,77,LogisticRegression_PCA
cleaned,0.881159420289855,0.8100984880011096,0.7625000000000001,0.5634920634920635,0.754312492945757,0.11798484202389095,86,0.88,0.8202247191011236,0.7777777777777778,0.6296296296296297,0.7769080316271327,0.09246076669325258,75,LogisticRegression_PCA
basic,0.45,0.8510072468585864,0.5952380952380952,0.41025641025641024,0.5766254380882729,0.17273133979030256,376,0.6,0.898876404494382,0.7142857142857143,0.4444444444444444,0.6644016408061353,0.16582790413814036,315,LogisticRegression_PCA
basic,0.22857142857142854,0.8575738660008323,0.6317111459968603,0.4961240310077519,0.5534951178942182,0.22773256113032353,439,0.4,0.8651685393258427,0.6349206349206349,0.5925925925925926,0.6231704417097675,0.16540948975184103,394,LogisticRegression_PCA
basic,0.6722222222222223,0.8353659216942079,0.6872863978127136,0.4761904761904762,0.667766254479905,0.12766344320301662,205,0.68,0.8314606741573034,0.6825396825396826,0.5555555555555556,0.6873889780631353,0.09774305291094047,242,LogisticRegression_PCA
basic,0.8787775891341256,0.8475511881924599,0.7089879430032883,0.4761904761904762,0.7278767991300875,0.15874177290645342,114,0.88,0.8651685393258427,0.7142857142857143,0.5555555555555556,0.7537524522917782,0.13152150112912162,101,LogisticRegression_PCA
basic,0.8748663101604278,0.833836177000971,0.7089879430032883,0.4761904761904762,0.7234702265887909,0.15528878631932636,118,0.88,0.8426966292134831,0.7142857142857143,0.5555555555555556,0.7481344747636882,0.12704614959661603,109,LogisticRegression_PCA
cleaned,0.45,0.8510072468585864,0.5952380952380952,0.41025641025641024,0.5766254380882729,0.17273133979030256,376,0.6,0.898876404494382,0.7142857142857143,0.4444444444444444,0.6644016408061353,0.16582790413814036,315,LogisticRegression_PCA
