mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__C,param_clf__estimator__class_weight,param_clf__threshold,param_feature_selector__feature_set,param_pca__n_components,params,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,split4_test_weighted_f1,split5_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,split5_test_acc,mean_test_acc,std_test_acc,rank_test_acc
0.03986473878224691,0.01811682284079653,0.006412029266357422,0.0029960917960700304,0.1,,0.2,invariant,0.99,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'invariant', 'pca__n_components': 0.99}",0.5840000000000001,0.8323881537492123,0.7642966751918159,1.0,1.0,1.0,0.8634474714901713,0.15536313916899372,1077,0.68,0.8478260869565217,0.8043478260869565,1.0,1.0,1.0,0.888695652173913,0.12213703089694009,972
0.035622596740722656,0.0075847557601591295,0.010435223579406738,0.006869973471904221,0.1,,0.2,invariant,0.999,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'invariant', 'pca__n_components': 0.999}",0.5840000000000001,0.804404291360813,0.7642966751918159,1.0,1.0,1.0,0.8587834944254382,0.15664031509776172,1103,0.68,0.8260869565217391,0.8043478260869565,1.0,1.0,1.0,0.885072463768116,0.12360925554800033,994
0.03257211049397787,0.004351272959078957,0.0058288971583048505,0.0008922222380075837,0.1,,0.2,cleaned_invariant,0.8,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned_invariant', 'pca__n_components': 0.8}",0.5435737491877842,0.6338277919863597,0.6339544513457558,1.0,0.9743589743589742,1.0,0.797619161146479,0.19634399686403356,1258,0.66,0.717391304347826,0.717391304347826,1.0,0.95,1.0,0.8407971014492753,0.14477682380980517,1239
0.03623247146606445,0.008917676304312932,0.007311582565307617,0.003161456663934237,0.1,,0.2,cleaned_invariant,0.9,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned_invariant', 'pca__n_components': 0.9}",0.6213381555153706,0.6338277919863597,0.6473960821786909,1.0,1.0,1.0,0.8170936716134035,0.1830610332966531,1253,0.7,0.717391304347826,0.7391304347826086,1.0,1.0,1.0,0.8594202898550725,0.14103467392119265,1133
0.052149415016174316,0.01357694867907353,0.0077508290608723955,0.0023516253184655903,0.1,,0.2,cleaned_invariant,0.95,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned_invariant', 'pca__n_components': 0.95}",0.5840000000000001,0.7096642738472149,0.7642966751918159,1.0,1.0,1.0,0.8429934915065052,0.16583155557693177,1212,0.68,0.7608695652173914,0.8043478260869565,1.0,1.0,1.0,0.8742028985507245,0.13096670925467,1046
0.039398749669392906,0.011111882256935584,0.006943662961324056,0.0022978047135343133,0.1,,0.2,cleaned_invariant,0.99,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned_invariant', 'pca__n_components': 0.99}",0.5840000000000001,0.7096642738472149,0.7642966751918159,1.0,1.0,1.0,0.8429934915065052,0.16583155557693177,1212,0.68,0.7608695652173914,0.8043478260869565,1.0,1.0,1.0,0.8742028985507245,0.13096670925467,1046
0.03069480260213216,0.003744913098214707,0.010101834932963053,0.00319409741600998,0.1,,0.2,cleaned_invariant,0.999,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned_invariant', 'pca__n_components': 0.999}",0.5840000000000001,0.7096642738472149,0.7642966751918159,1.0,1.0,1.0,0.8429934915065052,0.16583155557693177,1212,0.68,0.7608695652173914,0.8043478260869565,1.0,1.0,1.0,0.8742028985507245,0.13096670925467,1046
0.03427799542744955,0.0031434960725108727,0.004878719647725423,0.0002279467578718789,0.1,,0.2,cleaned_invariant+speed,0.8,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned_invariant+speed', 'pca__n_components': 0.8}",0.5435737491877842,0.6733254994124559,0.588628762541806,1.0,0.9743589743589742,1.0,0.7966478309168368,0.198667343795041,1259,0.66,0.7391304347826086,0.6956521739130435,1.0,0.95,1.0,0.8407971014492753,0.14531984944646137,1239
0.035477081934611,0.005329732209427891,0.00831600030263265,0.0019481244609448828,0.1,,0.2,cleaned_invariant+speed,0.9,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned_invariant+speed', 'pca__n_components': 0.9}",0.656037296037296,0.6338277919863597,0.6473960821786909,1.0,1.0,1.0,0.8228768617003911,0.1772410382197276,1249,0.72,0.717391304347826,0.7391304347826086,1.0,1.0,1.0,0.8627536231884058,0.13741736742946847,1113
0.029613733291625977,0.0036889295242334462,0.005329728126525879,0.0009991089956858969,0.1,,0.2,cleaned_invariant+speed,0.95,"{'clf__estimator__C': 0.1, 'clf__estimator__class_weight': None, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned_invariant+speed', 'pca__n_components': 0.95}",0.5840000000000001,0.7433574879227053,0.7289759725400459,1.0,1.0,1.0,0.8427222434104585,0.1653066071269405,1217,0.68,0.782608695652174,0.782608695652174,1.0,1.0,1.0,0.8742028985507245,0.1303639098919269,1046
