mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__class_weight,param_clf__estimator__learning_rate,param_clf__estimator__max_depth,param_clf__estimator__num_leaves,param_clf__threshold,param_feature_selector__feature_set,params,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,split4_test_weighted_f1,split5_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,split5_test_acc,mean_test_acc,std_test_acc,rank_test_acc
2.3815261125564575,0.13435902178706643,0.004858493804931641,0.0006826189425482664,,0.01,5,31,0.7,invariant,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 31, 'clf__threshold': 0.7, 'feature_selector__feature_set': 'invariant'}",0.7933823529411765,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9226229363142892,0.10231086206398946,664,0.8,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9304347826086957,0.0910278767967664,661
2.6095168193181357,0.2272846176871806,0.004369378089904785,0.00014415137397328736,,0.01,5,31,0.7,cleaned_invariant,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 31, 'clf__threshold': 0.7, 'feature_selector__feature_set': 'cleaned_invariant'}",0.6884697910784868,0.9780585897527427,0.7642966751918159,1.0,1.0,0.975609756097561,0.9010724686867677,0.1258063983317155,1606,0.74,0.9782608695652174,0.8043478260869565,1.0,1.0,0.9523809523809523,0.9124982746721878,0.1022094459374491,1768
2.4298526446024575,0.1742676714882988,0.004607677459716797,0.000631995473559519,,0.01,5,31,0.7,cleaned_invariant+speed,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 31, 'clf__threshold': 0.7, 'feature_selector__feature_set': 'cleaned_invariant+speed'}",0.8260317460317461,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9280645018293842,0.09596365702329328,412,0.84,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9371014492753623,0.08227494236744805,340
2.583908041318258,0.10908564423223585,0.005787452061971028,0.0006979989879735289,,0.01,5,31,0.8,basic,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 31, 'clf__threshold': 0.8, 'feature_selector__feature_set': 'basic'}",0.8010958904109589,0.9780585897527427,0.7642966751918159,0.975609756097561,1.0,1.0,0.9198434852421796,0.09801769438012761,745,0.82,0.9782608695652174,0.8043478260869565,0.9523809523809523,1.0,1.0,0.9258316080055211,0.08207134540429371,1135
2.666940927505493,0.2413794234253351,0.0050847530364990234,0.0003042545545448185,,0.01,5,31,0.8,cleaned,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 31, 'clf__threshold': 0.8, 'feature_selector__feature_set': 'cleaned'}",0.8260317460317461,0.9780585897527427,0.7642966751918159,0.975609756097561,1.0,0.9230769230769231,0.9111789483584648,0.08706262561198708,1219,0.84,0.9782608695652174,0.8043478260869565,0.9523809523809523,1.0,0.8571428571428571,0.9053554175293305,0.07447876427113019,2017
2.47415030002594,0.09432200974354588,0.006102522214253743,0.0021845356303819108,,0.01,5,31,0.8,cleaned+speed,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 31, 'clf__threshold': 0.8, 'feature_selector__feature_set': 'cleaned+speed'}",0.8188131868131869,0.9565217391304348,0.7642966751918159,0.975609756097561,1.0,0.975609756097561,0.9151418522217599,0.08968408842132715,1087,0.82,0.9565217391304348,0.8043478260869565,0.9523809523809523,1.0,0.9523809523809523,0.914271911663216,0.07417260156571225,1660
2.2839353481928506,0.14669600532047336,0.004166364669799805,9.356635808142903e-05,,0.01,5,31,0.8,invariant,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 31, 'clf__threshold': 0.8, 'feature_selector__feature_set': 'invariant'}",0.8,0.9780585897527427,0.7642966751918159,0.975609756097561,1.0,0.975609756097561,0.9155957961899467,0.09529151158389158,1078,0.8,0.9782608695652174,0.8043478260869565,0.9523809523809523,1.0,0.9523809523809523,0.9145617667356798,0.08112681443402892,1657
2.352788209915161,0.129149905798508,0.0047103166580200195,0.0006581942156433416,,0.01,5,31,0.8,cleaned_invariant,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 31, 'clf__threshold': 0.8, 'feature_selector__feature_set': 'cleaned_invariant'}",0.8260317460317461,0.9565217391304348,0.7642966751918159,0.975609756097561,1.0,0.9230769230769231,0.9075894732547468,0.08464157855683806,1312,0.84,0.9565217391304348,0.8043478260869565,0.9523809523809523,1.0,0.8571428571428571,0.9017322291235335,0.07130514302210218,2086
2.624859174092611,0.23590665395530674,0.004795591036478679,0.0007786678330304966,,0.01,5,31,0.8,cleaned_invariant+speed,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 31, 'clf__threshold': 0.8, 'feature_selector__feature_set': 'cleaned_invariant+speed'}",0.8347058823529412,0.9143115942028986,0.7642966751918159,1.0,1.0,0.975609756097561,0.9148206513075361,0.08877167423413389,1150,0.84,0.9130434782608695,0.8043478260869565,1.0,1.0,0.9523809523809523,0.9182953761214631,0.07489427008257894,1417
2.586710492769877,0.16566722632128264,0.005987008412679036,0.0020846714942961138,,0.01,5,50,0.2,basic,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 50, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'basic'}",0.5435737491877842,0.8590153452685422,0.7642966751918159,1.0,1.0,1.0,0.8611476282746904,0.16737072913317066,2251,0.66,0.8695652173913043,0.8043478260869565,1.0,1.0,1.0,0.8889855072463768,0.1271139253209576,2227
2.493723233540853,0.15255865783828942,0.005200823148091634,0.00021257827183305552,,0.01,5,50,0.2,cleaned,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 50, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned'}",0.5435737491877842,0.8844905905256328,0.7642966751918159,1.0,1.0,1.0,0.8653935024842054,0.16758577325876417,2248,0.66,0.8913043478260869,0.8043478260869565,1.0,1.0,1.0,0.8926086956521738,0.12681821928863876,2191
2.4685981273651123,0.14027286036057893,0.005574623743693034,0.0007258821475027528,,0.01,5,50,0.2,cleaned+speed,"{'clf__estimator__class_weight': None, 'clf__estimator__learning_rate': 0.01, 'clf__estimator__max_depth': 5, 'clf__estimator__num_leaves': 50, 'clf__threshold': 0.2, 'feature_selector__feature_set': 'cleaned+speed'}",0.5840000000000001,0.8844905905256328,0.7642966751918159,1.0,1.0,1.0,0.8721312109529081,0.15483965777998177,2197,0.68,0.8913043478260869,0.8043478260869565,1.0,1.0,1.0,0.8959420289855072,0.12077951672951695,2176
