param_feature_selector__feature_set,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,mean_test_acc,std_test_acc,rank_test_acc,model
cleaned,0.7914438502673797,0.7025638124506135,0.7244897959183673,0.5634920634920635,0.6954973805321061,0.08294821184252912,101,0.8,0.6292134831460674,0.7142857142857143,0.6296296296296297,0.6932822067653529,0.07068643194286717,787,XGBoost
cleaned+speed,0.7914438502673797,0.7025638124506135,0.7244897959183673,0.5634920634920635,0.6954973805321061,0.08294821184252912,101,0.8,0.6292134831460674,0.7142857142857143,0.6296296296296297,0.6932822067653529,0.07068643194286717,787,XGBoost
basic,0.45,0.8979711669612767,0.7098901098901098,0.5333333333333333,0.6477986525461799,0.1722412931728685,828,0.6,0.9213483146067416,0.746031746031746,0.6666666666666666,0.7335116818262886,0.12013843874649544,143,XGBoost
cleaned,0.6070175438596492,0.8983674587949732,0.7096424048724598,0.5333333333333333,0.6870901852151038,0.13711262372320843,197,0.68,0.9101123595505618,0.7619047619047619,0.6666666666666666,0.7546709470304975,0.09686958307004195,4,XGBoost
cleaned+speed,0.6070175438596492,0.8983674587949732,0.7096424048724598,0.5333333333333333,0.6870901852151038,0.13711262372320843,197,0.68,0.9101123595505618,0.7619047619047619,0.6666666666666666,0.7546709470304975,0.09686958307004195,4,XGBoost
basic,0.6070175438596492,0.9491837293974866,0.7285714285714285,0.4961240310077519,0.6952241832090791,0.16809875944321442,105,0.68,0.9550561797752809,0.746031746031746,0.5925925925925926,0.7434201295999049,0.13376069773328622,35,XGBoost
cleaned,0.6711018711018711,0.8876404494382022,0.7224893917963225,0.4961240310077519,0.6943389358360369,0.1396307926329343,117,0.72,0.8876404494382022,0.7619047619047619,0.5925925925925926,0.7405344509838891,0.10536285174526092,48,XGBoost
cleaned+speed,0.6711018711018711,0.8876404494382022,0.7224893917963225,0.4961240310077519,0.6943389358360369,0.1396307926329343,117,0.72,0.8876404494382022,0.7619047619047619,0.5925925925925926,0.7405344509838891,0.10536285174526092,48,XGBoost
basic,0.6070175438596492,0.9287869330004161,0.7154984234780499,0.4961240310077519,0.6868567328364668,0.15976844794696965,209,0.68,0.9325842696629213,0.7301587301587301,0.5925925925925926,0.733833898103561,0.12486233621660475,135,XGBoost
cleaned,0.6933333333333332,0.798939705649628,0.7551020408163265,0.4961240310077519,0.68587477770176,0.11579838925178634,224,0.72,0.7528089887640449,0.7777777777777778,0.5925925925925926,0.7107948397836038,0.07125378746511743,590,XGBoost
cleaned+speed,0.6933333333333332,0.798939705649628,0.7551020408163265,0.4961240310077519,0.68587477770176,0.11579838925178634,224,0.72,0.7528089887640449,0.7777777777777778,0.5925925925925926,0.7107948397836038,0.07125378746511743,590,XGBoost
basic,0.5771309771309772,0.9140378324562651,0.7007938918051277,0.4961240310077519,0.6720216831000305,0.15759432622549469,429,0.64,0.9101123595505618,0.6984126984126984,0.5925925925925926,0.7102794126389631,0.12130891252439586,612,XGBoost
cleaned,0.7541666666666665,0.7293647363872084,0.7918367346938776,0.4961240310077519,0.6928730421888761,0.11575031099533127,141,0.76,0.6629213483146067,0.7936507936507936,0.5925925925925926,0.7022911836394982,0.07946799770714534,718,XGBoost
cleaned+speed,0.7541666666666665,0.7293647363872084,0.7918367346938776,0.4961240310077519,0.6928730421888761,0.11575031099533127,141,0.76,0.6629213483146067,0.7936507936507936,0.5925925925925926,0.7022911836394982,0.07946799770714534,718,XGBoost
basic,0.7441176470588234,0.8239935190729456,0.7244897959183673,0.5390869293308318,0.7079219728452419,0.104358151760369,60,0.76,0.7865168539325843,0.7142857142857143,0.5925925925925926,0.7133487902027228,0.07435193005820488,542,XGBoost
cleaned,0.64,0.6410896774855702,0.7637846514251009,0.5634920634920635,0.6520915981006836,0.07175037403324966,734,0.64,0.5617977528089888,0.7619047619047619,0.6296296296296297,0.6483330360858451,0.07212168373791505,1057,XGBoost
cleaned+speed,0.64,0.6410896774855702,0.7637846514251009,0.5634920634920635,0.6520915981006836,0.07175037403324966,734,0.64,0.5617977528089888,0.7619047619047619,0.6296296296296297,0.6483330360858451,0.07212168373791505,1057,XGBoost
basic,0.45,0.9169486936510084,0.7098901098901098,0.5333333333333333,0.6525430342186129,0.17918822040217397,692,0.6,0.9325842696629213,0.746031746031746,0.6666666666666666,0.7363206705903335,0.124547893197708,97,XGBoost
cleaned,0.6070175438596492,0.8651685393258427,0.653061224489796,0.5333333333333333,0.6646451602521553,0.12339727628954852,557,0.68,0.8651685393258427,0.7301587301587301,0.6666666666666666,0.7354984840378098,0.07851868730276902,114,XGBoost
cleaned+speed,0.6070175438596492,0.8651685393258427,0.653061224489796,0.5333333333333333,0.6646451602521553,0.12339727628954852,557,0.68,0.8651685393258427,0.7301587301587301,0.6666666666666666,0.7354984840378098,0.07851868730276902,114,XGBoost
basic,0.5342657342657343,0.8896946301785345,0.7551020408163265,0.4961240310077519,0.6687966090670867,0.16136831997704082,480,0.64,0.898876404494382,0.7777777777777778,0.5925925925925926,0.7273116937161881,0.12016014698315719,227,XGBoost
cleaned,0.6711018711018711,0.8235454669517355,0.6974789915966386,0.5151515151515151,0.67681946120044,0.10968654495439947,321,0.72,0.797752808988764,0.746031746031746,0.6296296296296297,0.7233535461625349,0.06091996770461522,291,XGBoost
cleaned+speed,0.6711018711018711,0.8235454669517355,0.6974789915966386,0.5151515151515151,0.67681946120044,0.10968654495439947,321,0.72,0.797752808988764,0.746031746031746,0.6296296296296297,0.7233535461625349,0.06091996770461522,291,XGBoost
basic,0.5342657342657343,0.8391945133518167,0.7489691971865146,0.4961240310077519,0.6546383689529544,0.14367988908190316,669,0.64,0.8202247191011236,0.7619047619047619,0.5925925925925926,0.7036805183996195,0.0913350274164441,687,XGBoost
cleaned,0.638095238095238,0.7028132128072991,0.7098901098901098,0.4961240310077519,0.6367306479500998,0.08586514875619518,935,0.68,0.6292134831460674,0.746031746031746,0.5925925925925926,0.6619594554426015,0.05761438981741101,987,XGBoost
cleaned+speed,0.638095238095238,0.7028132128072991,0.7098901098901098,0.4961240310077519,0.6367306479500998,0.08586514875619518,935,0.68,0.6292134831460674,0.746031746031746,0.5925925925925926,0.6619594554426015,0.05761438981741101,987,XGBoost
basic,0.5771309771309772,0.8136639987686625,0.7142857142857143,0.5634920634920635,0.6671431884193544,0.10312191751780346,524,0.64,0.7752808988764045,0.7142857142857143,0.6296296296296297,0.6897990606979372,0.059175687033988275,818,XGBoost
cleaned,0.6933333333333332,0.6647584451811336,0.7761921690112235,0.5634920634920635,0.6744440027544385,0.07601585196181893,373,0.72,0.5842696629213483,0.7936507936507936,0.6296296296296297,0.6818875215504429,0.08093782118929672,887,XGBoost
cleaned+speed,0.6933333333333332,0.6647584451811336,0.7761921690112235,0.5634920634920635,0.6744440027544385,0.07601585196181893,373,0.72,0.5842696629213483,0.7936507936507936,0.6296296296296297,0.6818875215504429,0.08093782118929672,887,XGBoost
basic,0.638095238095238,0.7638759820900565,0.7048124289503601,0.5634920634920635,0.6675689281569295,0.07477101569617398,509,0.68,0.7078651685393258,0.6984126984126984,0.6296296296296297,0.6789768741454134,0.03020133335530489,905,XGBoost
cleaned,0.6831168831168831,0.593697533255844,0.7686170212765958,0.5634920634920635,0.6522308752853465,0.0803125290756252,708,0.68,0.5056179775280899,0.7777777777777778,0.6296296296296297,0.6482563462338744,0.09807665316234528,1069,XGBoost
cleaned+speed,0.6831168831168831,0.593697533255844,0.7686170212765958,0.5634920634920635,0.6522308752853465,0.0803125290756252,708,0.68,0.5056179775280899,0.7777777777777778,0.6296296296296297,0.6482563462338744,0.09807665316234528,1069,XGBoost
basic,0.5342657342657343,0.933867630496844,0.7222454964390448,0.4961240310077519,0.6716257230523437,0.17392655771030413,439,0.64,0.9438202247191011,0.7301587301587301,0.5925925925925926,0.7266428868676059,0.1347727981366053,239,XGBoost
cleaned,0.5342657342657343,0.8651823257737644,0.7761921690112235,0.5333333333333333,0.6772433905960138,0.1468541954598646,311,0.64,0.8764044943820225,0.7936507936507936,0.6666666666666666,0.7441804886748706,0.09590681099706909,27,XGBoost
cleaned+speed,0.5342657342657343,0.8651823257737644,0.7761921690112235,0.5333333333333333,0.6772433905960138,0.1468541954598646,311,0.64,0.8764044943820225,0.7936507936507936,0.6666666666666666,0.7441804886748706,0.09590681099706909,27,XGBoost
basic,0.5342657342657343,0.9491837293974866,0.7007938918051277,0.4961240310077519,0.6700918466190251,0.17856961407039745,470,0.64,0.9550561797752809,0.6984126984126984,0.5925925925925926,0.7215153676951429,0.13994720553269493,347,XGBoost
cleaned,0.5342657342657343,0.9101123595505618,0.7625000000000001,0.4961240310077519,0.675750531206012,0.16936245470864145,346,0.64,0.9101123595505618,0.7777777777777778,0.5925925925925926,0.730120682480233,0.12420136418900023,184,XGBoost
cleaned+speed,0.5342657342657343,0.9101123595505618,0.7625000000000001,0.4961240310077519,0.675750531206012,0.16936245470864145,346,0.64,0.9101123595505618,0.7777777777777778,0.5925925925925926,0.730120682480233,0.12420136418900023,184,XGBoost
basic,0.5342657342657343,0.9012195530165249,0.735884804850322,0.4961240310077519,0.6668735307850833,0.16311103078557623,532,0.64,0.898876404494382,0.7301587301587301,0.5925925925925926,0.7154069318114262,0.11688480466255355,497,XGBoost
cleaned,0.6711018711018711,0.8756973363714938,0.7277864992150707,0.4961240310077519,0.692677434424047,0.13585624412090103,153,0.72,0.8651685393258427,0.7301587301587301,0.5925925925925926,0.7269799655192913,0.09645578312899615,233,XGBoost
cleaned+speed,0.6711018711018711,0.8756973363714938,0.7277864992150707,0.4961240310077519,0.692677434424047,0.13585624412090103,153,0.72,0.8651685393258427,0.7301587301587301,0.5925925925925926,0.7269799655192913,0.09645578312899615,233,XGBoost
basic,0.5342657342657343,0.8840518960035171,0.7263224580297752,0.5634920634920635,0.6770330379477725,0.14014306119437017,319,0.64,0.8764044943820225,0.7142857142857143,0.6296296296296297,0.7150799595743417,0.09869776539243183,499,XGBoost
cleaned,0.7285714285714286,0.8054665210806242,0.735884804850322,0.5634920634920635,0.7083537044986097,0.0888573463941814,56,0.76,0.7640449438202247,0.7301587301587301,0.6296296296296297,0.7209583259021461,0.054328370031926365,355,XGBoost
cleaned+speed,0.7285714285714286,0.8054665210806242,0.735884804850322,0.5634920634920635,0.7083537044986097,0.0888573463941814,56,0.76,0.7640449438202247,0.7301587301587301,0.6296296296296297,0.7209583259021461,0.054328370031926365,355,XGBoost
basic,0.7285714285714286,0.8627575854069055,0.7429494825131776,0.5634920634920635,0.7244426399958939,0.10653128920184377,27,0.76,0.8426966292134831,0.7301587301587301,0.6296296296296297,0.7406212472504607,0.07619633046775977,44,XGBoost
cleaned,0.8361111111111111,0.7475214805023133,0.7407437057198895,0.5634920634920635,0.7219670902063444,0.09893025289811767,33,0.84,0.6853932584269663,0.7301587301587301,0.6296296296296297,0.7212954045538316,0.07723489805422512,349,XGBoost
cleaned+speed,0.8361111111111111,0.7475214805023133,0.7407437057198895,0.5634920634920635,0.7219670902063444,0.09893025289811767,33,0.84,0.6853932584269663,0.7301587301587301,0.6296296296296297,0.7212954045538316,0.07723489805422512,349,XGBoost
basic,0.45,0.933867630496844,0.7089879430032883,0.4961240310077519,0.6472449011269711,0.19216390179853926,834,0.6,0.9438202247191011,0.7142857142857143,0.5925925925925926,0.712674632899352,0.14190326767218353,570,XGBoost
cleaned,0.5342657342657343,0.8391945133518167,0.7073282210146767,0.5333333333333333,0.6535304504913902,0.1284880965893441,688,0.64,0.8202247191011236,0.7301587301587301,0.6666666666666666,0.7142625289816301,0.06939193805305291,514,XGBoost
cleaned+speed,0.5342657342657343,0.8391945133518167,0.7073282210146767,0.5333333333333333,0.6535304504913902,0.1284880965893441,688,0.64,0.8202247191011236,0.7301587301587301,0.6666666666666666,0.7142625289816301,0.06939193805305291,514,XGBoost
basic,0.45,0.9237755940962298,0.6957613814756672,0.4961240310077519,0.6414152516449122,0.1873700897777762,904,0.6,0.9325842696629213,0.6984126984126984,0.5925925925925926,0.7058973901670531,0.13738194599711287,677,XGBoost
cleaned,0.5342657342657343,0.7950303986455287,0.6946428571428572,0.5151515151515151,0.6347726263014088,0.11584239694204582,957,0.64,0.7528089887640449,0.7142857142857143,0.6296296296296297,0.6841810831698473,0.051341765245947704,877,XGBoost
cleaned+speed,0.5342657342657343,0.7950303986455287,0.6946428571428572,0.5151515151515151,0.6347726263014088,0.11584239694204582,957,0.64,0.7528089887640449,0.7142857142857143,0.6296296296296297,0.6841810831698473,0.051341765245947704,877,XGBoost
basic,0.5342657342657343,0.9012195530165249,0.7219269102990032,0.4961240310077519,0.6633840571472536,0.16174087794869033,575,0.64,0.898876404494382,0.7142857142857143,0.5925925925925926,0.7114386778431723,0.11658568057446783,576,XGBoost
cleaned,0.6070175438596492,0.7889728249278811,0.7222454964390448,0.5634920634920635,0.6704319821796596,0.08971358433330785,460,0.68,0.7415730337078652,0.7301587301587301,0.6296296296296297,0.6953403483740563,0.04444942561334412,771,XGBoost
cleaned+speed,0.6070175438596492,0.7889728249278811,0.7222454964390448,0.5634920634920635,0.6704319821796596,0.08971358433330785,460,0.68,0.7415730337078652,0.7301587301587301,0.6296296296296297,0.6953403483740563,0.04444942561334412,771,XGBoost
basic,0.5342657342657343,0.905133369457423,0.7244897959183673,0.5634920634920635,0.681845240783397,0.14787100105189535,265,0.64,0.898876404494382,0.7142857142857143,0.6296296296296297,0.7206979371024316,0.10792853714628069,359,XGBoost
cleaned,0.6711018711018711,0.7475214805023133,0.7142857142857143,0.5634920634920635,0.6741002823454905,0.06936985985808114,387,0.72,0.6853932584269663,0.7142857142857143,0.6296296296296297,0.6873271505855776,0.03580161696409479,844,XGBoost
cleaned+speed,0.6711018711018711,0.7475214805023133,0.7142857142857143,0.5634920634920635,0.6741002823454905,0.06936985985808114,387,0.72,0.6853932584269663,0.7142857142857143,0.6296296296296297,0.6873271505855776,0.03580161696409479,844,XGBoost
basic,0.6070175438596492,0.8823636446344901,0.7274844720496895,0.5390869293308318,0.6889881474686652,0.1304469288308566,183,0.68,0.8651685393258427,0.7142857142857143,0.5925925925925926,0.7130117115510374,0.09841730111077614,568,XGBoost
cleaned,0.7914438502673797,0.7025638124506135,0.7244897959183673,0.5634920634920635,0.6954973805321061,0.08294821184252912,101,0.8,0.6292134831460674,0.7142857142857143,0.6296296296296297,0.6932822067653529,0.07068643194286717,787,XGBoost
cleaned+speed,0.7914438502673797,0.7025638124506135,0.7244897959183673,0.5634920634920635,0.6954973805321061,0.08294821184252912,101,0.8,0.6292134831460674,0.7142857142857143,0.6296296296296297,0.6932822067653529,0.07068643194286717,787,XGBoost
basic,0.45,0.8979711669612767,0.7098901098901098,0.5333333333333333,0.6477986525461799,0.1722412931728685,828,0.6,0.9213483146067416,0.746031746031746,0.6666666666666666,0.7335116818262886,0.12013843874649544,143,XGBoost
cleaned,0.6070175438596492,0.8983674587949732,0.7096424048724598,0.5333333333333333,0.6870901852151038,0.13711262372320843,197,0.68,0.9101123595505618,0.7619047619047619,0.6666666666666666,0.7546709470304975,0.09686958307004195,4,XGBoost
cleaned+speed,0.6070175438596492,0.8983674587949732,0.7096424048724598,0.5333333333333333,0.6870901852151038,0.13711262372320843,197,0.68,0.9101123595505618,0.7619047619047619,0.6666666666666666,0.7546709470304975,0.09686958307004195,4,XGBoost
basic,0.6070175438596492,0.9491837293974866,0.7285714285714285,0.4961240310077519,0.6952241832090791,0.16809875944321442,105,0.68,0.9550561797752809,0.746031746031746,0.5925925925925926,0.7434201295999049,0.13376069773328622,35,XGBoost
cleaned,0.6711018711018711,0.8876404494382022,0.7224893917963225,0.4961240310077519,0.6943389358360369,0.1396307926329343,117,0.72,0.8876404494382022,0.7619047619047619,0.5925925925925926,0.7405344509838891,0.10536285174526092,48,XGBoost
cleaned+speed,0.6711018711018711,0.8876404494382022,0.7224893917963225,0.4961240310077519,0.6943389358360369,0.1396307926329343,117,0.72,0.8876404494382022,0.7619047619047619,0.5925925925925926,0.7405344509838891,0.10536285174526092,48,XGBoost
basic,0.6070175438596492,0.9287869330004161,0.7154984234780499,0.4961240310077519,0.6868567328364668,0.15976844794696965,209,0.68,0.9325842696629213,0.7301587301587301,0.5925925925925926,0.733833898103561,0.12486233621660475,135,XGBoost
cleaned,0.6933333333333332,0.798939705649628,0.7551020408163265,0.4961240310077519,0.68587477770176,0.11579838925178634,224,0.72,0.7528089887640449,0.7777777777777778,0.5925925925925926,0.7107948397836038,0.07125378746511743,590,XGBoost
cleaned+speed,0.6933333333333332,0.798939705649628,0.7551020408163265,0.4961240310077519,0.68587477770176,0.11579838925178634,224,0.72,0.7528089887640449,0.7777777777777778,0.5925925925925926,0.7107948397836038,0.07125378746511743,590,XGBoost
basic,0.5771309771309772,0.9140378324562651,0.7007938918051277,0.4961240310077519,0.6720216831000305,0.15759432622549469,429,0.64,0.9101123595505618,0.6984126984126984,0.5925925925925926,0.7102794126389631,0.12130891252439586,612,XGBoost
cleaned,0.7541666666666665,0.7293647363872084,0.7918367346938776,0.4961240310077519,0.6928730421888761,0.11575031099533127,141,0.76,0.6629213483146067,0.7936507936507936,0.5925925925925926,0.7022911836394982,0.07946799770714534,718,XGBoost
cleaned+speed,0.7541666666666665,0.7293647363872084,0.7918367346938776,0.4961240310077519,0.6928730421888761,0.11575031099533127,141,0.76,0.6629213483146067,0.7936507936507936,0.5925925925925926,0.7022911836394982,0.07946799770714534,718,XGBoost
basic,0.7441176470588234,0.8239935190729456,0.7244897959183673,0.5390869293308318,0.7079219728452419,0.104358151760369,60,0.76,0.7865168539325843,0.7142857142857143,0.5925925925925926,0.7133487902027228,0.07435193005820488,542,XGBoost
cleaned,0.64,0.6410896774855702,0.7637846514251009,0.5634920634920635,0.6520915981006836,0.07175037403324966,734,0.64,0.5617977528089888,0.7619047619047619,0.6296296296296297,0.6483330360858451,0.07212168373791505,1057,XGBoost
cleaned+speed,0.64,0.6410896774855702,0.7637846514251009,0.5634920634920635,0.6520915981006836,0.07175037403324966,734,0.64,0.5617977528089888,0.7619047619047619,0.6296296296296297,0.6483330360858451,0.07212168373791505,1057,XGBoost
basic,0.45,0.9169486936510084,0.7098901098901098,0.5333333333333333,0.6525430342186129,0.17918822040217397,692,0.6,0.9325842696629213,0.746031746031746,0.6666666666666666,0.7363206705903335,0.124547893197708,97,XGBoost
cleaned,0.6070175438596492,0.8651685393258427,0.653061224489796,0.5333333333333333,0.6646451602521553,0.12339727628954852,557,0.68,0.8651685393258427,0.7301587301587301,0.6666666666666666,0.7354984840378098,0.07851868730276902,114,XGBoost
cleaned+speed,0.6070175438596492,0.8651685393258427,0.653061224489796,0.5333333333333333,0.6646451602521553,0.12339727628954852,557,0.68,0.8651685393258427,0.7301587301587301,0.6666666666666666,0.7354984840378098,0.07851868730276902,114,XGBoost
basic,0.5342657342657343,0.8896946301785345,0.7551020408163265,0.4961240310077519,0.6687966090670867,0.16136831997704082,480,0.64,0.898876404494382,0.7777777777777778,0.5925925925925926,0.7273116937161881,0.12016014698315719,227,XGBoost
cleaned,0.6711018711018711,0.8235454669517355,0.6974789915966386,0.5151515151515151,0.67681946120044,0.10968654495439947,321,0.72,0.797752808988764,0.746031746031746,0.6296296296296297,0.7233535461625349,0.06091996770461522,291,XGBoost
cleaned+speed,0.6711018711018711,0.8235454669517355,0.6974789915966386,0.5151515151515151,0.67681946120044,0.10968654495439947,321,0.72,0.797752808988764,0.746031746031746,0.6296296296296297,0.7233535461625349,0.06091996770461522,291,XGBoost
basic,0.5342657342657343,0.8391945133518167,0.7489691971865146,0.4961240310077519,0.6546383689529544,0.14367988908190316,669,0.64,0.8202247191011236,0.7619047619047619,0.5925925925925926,0.7036805183996195,0.0913350274164441,687,XGBoost
cleaned,0.638095238095238,0.7028132128072991,0.7098901098901098,0.4961240310077519,0.6367306479500998,0.08586514875619518,935,0.68,0.6292134831460674,0.746031746031746,0.5925925925925926,0.6619594554426015,0.05761438981741101,987,XGBoost
cleaned+speed,0.638095238095238,0.7028132128072991,0.7098901098901098,0.4961240310077519,0.6367306479500998,0.08586514875619518,935,0.68,0.6292134831460674,0.746031746031746,0.5925925925925926,0.6619594554426015,0.05761438981741101,987,XGBoost
basic,0.5771309771309772,0.8136639987686625,0.7142857142857143,0.5634920634920635,0.6671431884193544,0.10312191751780346,524,0.64,0.7752808988764045,0.7142857142857143,0.6296296296296297,0.6897990606979372,0.059175687033988275,818,XGBoost
cleaned,0.6933333333333332,0.6647584451811336,0.7761921690112235,0.5634920634920635,0.6744440027544385,0.07601585196181893,373,0.72,0.5842696629213483,0.7936507936507936,0.6296296296296297,0.6818875215504429,0.08093782118929672,887,XGBoost
cleaned+speed,0.6933333333333332,0.6647584451811336,0.7761921690112235,0.5634920634920635,0.6744440027544385,0.07601585196181893,373,0.72,0.5842696629213483,0.7936507936507936,0.6296296296296297,0.6818875215504429,0.08093782118929672,887,XGBoost
basic,0.638095238095238,0.7638759820900565,0.7048124289503601,0.5634920634920635,0.6675689281569295,0.07477101569617398,509,0.68,0.7078651685393258,0.6984126984126984,0.6296296296296297,0.6789768741454134,0.03020133335530489,905,XGBoost
cleaned,0.6831168831168831,0.593697533255844,0.7686170212765958,0.5634920634920635,0.6522308752853465,0.0803125290756252,708,0.68,0.5056179775280899,0.7777777777777778,0.6296296296296297,0.6482563462338744,0.09807665316234528,1069,XGBoost
cleaned+speed,0.6831168831168831,0.593697533255844,0.7686170212765958,0.5634920634920635,0.6522308752853465,0.0803125290756252,708,0.68,0.5056179775280899,0.7777777777777778,0.6296296296296297,0.6482563462338744,0.09807665316234528,1069,XGBoost
basic,0.5342657342657343,0.9169486936510084,0.7222454964390448,0.4961240310077519,0.6673959888408849,0.16758786440629295,515,0.64,0.9325842696629213,0.7301587301587301,0.5925925925925926,0.723833898103561,0.13025851591178086,280,XGBoost
cleaned,0.5342657342657343,0.9050492440005549,0.7625000000000001,0.5151515151515151,0.6792416233544512,0.16268421162686772,298,0.64,0.9101123595505618,0.7777777777777778,0.6296296296296297,0.7393799417394923,0.11461397834949476,64,XGBoost
cleaned+speed,0.5342657342657343,0.9050492440005549,0.7625000000000001,0.5151515151515151,0.6792416233544512,0.16268421162686772,298,0.64,0.9101123595505618,0.7777777777777778,0.6296296296296297,0.7393799417394923,0.11461397834949476,64,XGBoost
basic,0.5342657342657343,0.9237755940962298,0.7777777777777778,0.4961240310077519,0.6829857842868734,0.1760683266908355,250,0.64,0.9325842696629213,0.7777777777777778,0.5925925925925926,0.7357386600083229,0.13245015015082343,113,XGBoost
cleaned,0.6070175438596492,0.8925472905703314,0.7355623100303952,0.4961240310077519,0.6828127938670319,0.147790971192818,251,0.68,0.8876404494382022,0.746031746031746,0.5925925925925926,0.7265661970156352,0.10775105542242765,243,XGBoost
cleaned+speed,0.6070175438596492,0.8925472905703314,0.7355623100303952,0.4961240310077519,0.6828127938670319,0.147790971192818,251,0.68,0.8876404494382022,0.746031746031746,0.5925925925925926,0.7265661970156352,0.10775105542242765,243,XGBoost
basic,0.5342657342657343,0.9287869330004161,0.735884804850322,0.5634920634920635,0.690607383902134,0.15762341081702144,170,0.64,0.9325842696629213,0.7301587301587301,0.6296296296296297,0.7330931573628203,0.12163095028458334,151,XGBoost
cleaned,0.6711018711018711,0.8925472905703314,0.746031746031746,0.4961240310077519,0.7014512346779251,0.14281585084181497,86,0.72,0.8876404494382022,0.746031746031746,0.5925925925925926,0.7365661970156352,0.10478056119497725,83,XGBoost
cleaned+speed,0.6711018711018711,0.8925472905703314,0.746031746031746,0.4961240310077519,0.7014512346779251,0.14281585084181497,86,0.72,0.8876404494382022,0.746031746031746,0.5925925925925926,0.7365661970156352,0.10478056119497725,83,XGBoost
basic,0.6070175438596492,0.9101123595505618,0.7551020408163265,0.5634920634920635,0.7089310019296502,0.1361474763222827,54,0.68,0.9101123595505618,0.746031746031746,0.6296296296296297,0.7414434338029844,0.10576847531657227,43,XGBoost
cleaned,0.7441176470588234,0.7889728249278811,0.7048124289503601,0.4961240310077519,0.6835067329862041,0.11220849916052618,242,0.76,0.7415730337078652,0.6984126984126984,0.5925925925925926,0.698144581178289,0.0649103564694597,757,XGBoost
cleaned+speed,0.7441176470588234,0.7889728249278811,0.7048124289503601,0.4961240310077519,0.6835067329862041,0.11220849916052618,242,0.76,0.7415730337078652,0.6984126984126984,0.5925925925925926,0.698144581178289,0.0649103564694597,757,XGBoost
basic,0.8294117647058823,0.8674535512236634,0.7127082451617869,0.5634920634920635,0.7432664061458489,0.11842306076451428,8,0.84,0.8539325842696629,0.6984126984126984,0.6296296296296297,0.7554937280779978,0.09477807450611929,3,XGBoost
cleaned,0.7979626485568762,0.7387083974489252,0.7407437057198895,0.5390869293308318,0.7041254202641307,0.09820897367843845,71,0.8,0.6741573033707865,0.7301587301587301,0.5925925925925926,0.6992271565305274,0.07601209770774033,753,XGBoost
cleaned+speed,0.7979626485568762,0.7387083974489252,0.7407437057198895,0.5390869293308318,0.7041254202641307,0.09820897367843845,71,0.8,0.6741573033707865,0.7301587301587301,0.5925925925925926,0.6992271565305274,0.07601209770774033,753,XGBoost
basic,0.45,0.9142069345833046,0.7025075987841944,0.4961240310077519,0.6407096410938127,0.1843196428564172,912,0.6,0.9213483146067416,0.7142857142857143,0.5925925925925926,0.7070566553712622,0.13279337675291253,664,XGBoost
cleaned,0.5342657342657343,0.8592951991828396,0.7073282210146767,0.5333333333333333,0.658555621949146,0.13583422068288425,631,0.64,0.8426966292134831,0.7301587301587301,0.6666666666666666,0.7198805065097199,0.07810577755271439,401,XGBoost
cleaned+speed,0.5342657342657343,0.8592951991828396,0.7073282210146767,0.5333333333333333,0.658555621949146,0.13583422068288425,631,0.64,0.8426966292134831,0.7301587301587301,0.6666666666666666,0.7198805065097199,0.07810577755271439,401,XGBoost
basic,0.5342657342657343,0.9192792896347597,0.7089879430032883,0.4961240310077519,0.6646642494778836,0.16748357120424862,554,0.64,0.9213483146067416,0.7142857142857143,0.5925925925925926,0.7170566553712622,0.1256699956314781,476,XGBoost
cleaned,0.5342657342657343,0.7869395230883027,0.7154984234780499,0.5634920634920635,0.6500489360810375,0.10478610383384865,778,0.64,0.7415730337078652,0.7301587301587301,0.6296296296296297,0.6853403483740563,0.050818878429549554,861,XGBoost
cleaned+speed,0.5342657342657343,0.7869395230883027,0.7154984234780499,0.5634920634920635,0.6500489360810375,0.10478610383384865,778,0.64,0.7415730337078652,0.7301587301587301,0.6296296296296297,0.6853403483740563,0.050818878429549554,861,XGBoost
basic,0.6711018711018711,0.9140378324562651,0.7079319532691126,0.4961240310077519,0.6972989219587502,0.14853151088341568,96,0.72,0.9101123595505618,0.6984126984126984,0.5925925925925926,0.7302794126389631,0.1144756557189912,183,XGBoost
cleaned,0.6711018711018711,0.7820393680831291,0.7277864992150707,0.5634920634920635,0.6861049504730337,0.08093172497875689,219,0.72,0.7303370786516854,0.7301587301587301,0.6296296296296297,0.7025313596100113,0.04229729674006353,712,XGBoost
cleaned+speed,0.6711018711018711,0.7820393680831291,0.7277864992150707,0.5634920634920635,0.6861049504730337,0.08093172497875689,219,0.72,0.7303370786516854,0.7301587301587301,0.6296296296296297,0.7025313596100113,0.04229729674006353,712,XGBoost
basic,0.7285714285714286,0.905133369457423,0.6938775510204082,0.4961240310077519,0.7059265950142529,0.14522260739615558,66,0.76,0.898876404494382,0.6825396825396826,0.5925925925925926,0.7335021699066643,0.11236487058083246,149,XGBoost
cleaned,0.7285714285714286,0.7387083974489252,0.7219269102990032,0.5634920634920635,0.6881746999528551,0.07223316724983675,191,0.76,0.6741573033707865,0.7142857142857143,0.6296296296296297,0.6945181618215327,0.048227879459204176,779,XGBoost
