mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__balance_probabilities,param_clf__n_estimators,param_feature_selector__feature_set,params,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,mean_test_acc,std_test_acc,rank_test_acc
0.7826104760169983,0.050342928788292225,2.7579731941223145,0.10793553104425561,True,16,cleaned+speed,"{'clf__balance_probabilities': True, 'clf__n_estimators': 16, 'feature_selector__feature_set': 'cleaned+speed'}",0.5342657342657343,0.9890243947796139,0.7261904761904762,0.8917748917748917,0.785313874252679,0.17273727826857896,21,0.64,0.9887640449438202,0.7142857142857143,0.8888888888888888,0.8079846620296058,0.1380443938521734,22
0.7144996523857117,0.05553515528189072,2.5734058618545532,0.07116874903166977,True,16,invariant,"{'clf__balance_probabilities': True, 'clf__n_estimators': 16, 'feature_selector__feature_set': 'invariant'}",0.5342657342657343,1.0,0.710151820010975,0.8560606060606061,0.7751195400843288,0.1727382686625135,31,0.64,1.0,0.6984126984126984,0.8518518518518519,0.7975661375661376,0.1401649917408658,30
0.677861213684082,0.023030395992947317,2.508609175682068,0.05670253895266441,True,16,cleaned_invariant,"{'clf__balance_probabilities': True, 'clf__n_estimators': 16, 'feature_selector__feature_set': 'cleaned_invariant'}",0.6070175438596492,1.0,0.7420152863419858,0.8196248196248197,0.7921644124566136,0.1420774464972104,16,0.68,1.0,0.7301587301587301,0.8148148148148148,0.8062433862433863,0.12180041279066124,24
0.7510553002357483,0.05357652222762752,2.6589630842208862,0.03981803332930524,True,16,cleaned_invariant+speed,"{'clf__balance_probabilities': True, 'clf__n_estimators': 16, 'feature_selector__feature_set': 'cleaned_invariant+speed'}",0.7809523809523808,1.0,0.7420152863419858,0.8170426065162907,0.8350025684526644,0.09888727174555939,2,0.8,1.0,0.7301587301587301,0.8148148148148148,0.8362433862433862,0.09980349383349414,5
0.2878226637840271,0.016408186500235507,0.4495619535446167,0.08657497121632816,False,2,basic,"{'clf__balance_probabilities': False, 'clf__n_estimators': 2, 'feature_selector__feature_set': 'basic'}",0.45,0.9890243947796139,0.6938775510204083,0.7366189719130896,0.717380229428278,0.19118397210755086,48,0.6,0.9887640449438202,0.6825396825396826,0.7407407407407407,0.7530111170560607,0.14500743960924073,48
0.27822887897491455,0.009612738074045538,0.41355568170547485,0.02057196574032536,False,2,cleaned,"{'clf__balance_probabilities': False, 'clf__n_estimators': 2, 'feature_selector__feature_set': 'cleaned'}",0.45,0.9890243947796139,0.7261904761904762,0.7366189719130896,0.7254584607207949,0.19070229287798862,47,0.6,0.9887640449438202,0.7142857142857143,0.7407407407407407,0.7609476249925688,0.1417657498059164,47
0.3313552737236023,0.07688683880902142,0.40367794036865234,0.014667603060294772,False,2,cleaned+speed,"{'clf__balance_probabilities': False, 'clf__n_estimators': 2, 'feature_selector__feature_set': 'cleaned+speed'}",0.5342657342657343,1.0,0.8486024844720498,0.8549019607843137,0.8094425448805245,0.17002535117215947,9,0.64,1.0,0.8412698412698413,0.8518518518518519,0.8332804232804234,0.12802486872089316,7
0.2564935088157654,0.014524102860555445,0.39051884412765503,0.006235127811910312,False,2,invariant,"{'clf__balance_probabilities': False, 'clf__n_estimators': 2, 'feature_selector__feature_set': 'invariant'}",0.45,1.0,0.7884210526315789,0.7366189719130896,0.7437600061361671,0.19621383686191612,41,0.6,1.0,0.7777777777777778,0.7407407407407407,0.7796296296296297,0.14347968411272177,40
0.25805896520614624,0.015123677201662234,0.38672417402267456,0.011299947333383301,False,2,cleaned_invariant,"{'clf__balance_probabilities': False, 'clf__n_estimators': 2, 'feature_selector__feature_set': 'cleaned_invariant'}",0.45,1.0,0.8336731945673503,0.7366189719130896,0.7550730416201099,0.1997356455397051,36,0.6,1.0,0.8253968253968254,0.7407407407407407,0.7915343915343915,0.14480158186413317,36
0.244548499584198,0.005254699974825216,0.39134901762008667,0.004534934211294877,False,2,cleaned_invariant+speed,"{'clf__balance_probabilities': False, 'clf__n_estimators': 2, 'feature_selector__feature_set': 'cleaned_invariant+speed'}",0.45,1.0,0.8486024844720498,0.7366189719130896,0.7588053640962849,0.2013028589645779,35,0.6,1.0,0.8412698412698413,0.7407407407407407,0.7955026455026455,0.14588861745908632,32
