param_feature_selector__feature_set,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,split4_test_weighted_f1,split5_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,split5_test_acc,mean_test_acc,std_test_acc,rank_test_acc,model
cleaned+speed,0.6405420666290231,0.8525371221023395,0.8412098298676748,0.8947368421052632,0.9473684210526315,0.975609756097561,0.8586673396424156,0.10860125732806428,234,0.7,0.8478260869565217,0.8478260869565217,0.8095238095238095,0.9,0.9523809523809523,0.8429261559696343,0.0783468756934413,500,RandomForest
invariant,0.7971479500891266,0.8934816105044551,0.7958412098298677,0.8333333333333334,0.9473684210526315,0.95,0.8695287541349024,0.06466235116901037,154,0.8,0.8913043478260869,0.8043478260869565,0.7142857142857143,0.9,0.9047619047619048,0.8357832988267773,0.06951584488316738,869,RandomForest
cleaned_invariant,0.73006237006237,0.8315111450122892,0.8412098298676748,0.8648648648648648,0.918918918918919,0.9230769230769231,0.8516073419671736,0.06467825099980783,287,0.76,0.8260869565217391,0.8478260869565217,0.7619047619047619,0.85,0.8571428571428571,0.8171601104209798,0.0408607408240893,899,RandomForest
cleaned_invariant+speed,0.7018666666666666,0.8734472049689441,0.8459182349123945,0.95,0.9473684210526315,0.9230769230769231,0.87361290844626,0.08562062261750462,124,0.74,0.8695652173913043,0.8478260869565217,0.9047619047619048,0.9,0.8571428571428571,0.853216011042098,0.05473474504168174,355,RandomForest
basic,0.8,0.7888795986622074,0.8140568813337691,0.6451612903225806,0.7878787878787878,0.8947368421052632,0.7884522333837679,0.07373169016298287,639,0.8,0.782608695652174,0.8043478260869565,0.47619047619047616,0.65,0.8095238095238095,0.7204451345755695,0.12233206995714704,1003,RandomForest
cleaned,0.8158480325644504,0.7888795986622074,0.7725029377203291,0.6451612903225806,0.8235294117647058,0.8947368421052632,0.790109685523256,0.07533008524491286,589,0.82,0.782608695652174,0.7608695652173914,0.47619047619047616,0.7,0.8095238095238095,0.7248654244306417,0.11783161175654118,996,RandomForest
cleaned+speed,0.8158480325644504,0.7450931677018633,0.7725029377203291,0.6,0.8571428571428571,0.8947368421052632,0.7808873062057938,0.09493033743513513,694,0.82,0.7391304347826086,0.7608695652173914,0.42857142857142855,0.75,0.8095238095238095,0.7180158730158731,0.13282682902514378,1008,RandomForest
invariant,0.7646753246753246,0.8103110998927242,0.8140568813337691,0.6451612903225806,0.7878787878787878,0.8333333333333334,0.7759027862394198,0.062317405304686345,704,0.76,0.8043478260869565,0.8043478260869565,0.47619047619047616,0.65,0.7142857142857143,0.7015286404416838,0.11413274562911867,1027,RandomForest
cleaned_invariant,0.8416298811544992,0.7888795986622074,0.7725029377203291,0.6451612903225806,0.8571428571428571,0.8648648648648648,0.795030238311223,0.07518021726531333,584,0.84,0.782608695652174,0.7608695652173914,0.47619047619047616,0.75,0.7619047619047619,0.7285955831608005,0.11665187439814334,992,RandomForest
cleaned_invariant+speed,0.8033333333333335,0.7226223148511174,0.793391994478951,0.6451612903225806,0.918918918918919,0.8947368421052632,0.7963607823350274,0.0940340577656918,545,0.8,0.717391304347826,0.782608695652174,0.47619047619047616,0.85,0.8095238095238095,0.7392857142857143,0.12413206527934478,978,RandomForest
basic,0.612219991971096,0.5757825880605022,0.21089680723548,0.5517241379310345,0.6206896551724138,0.6,0.5285521967284211,0.143913744421218,1111,0.62,0.5869565217391305,0.32608695652173914,0.38095238095238093,0.45,0.42857142857142855,0.46542788129744656,0.10552264483083888,1114,RandomForest
cleaned,0.683076923076923,0.5486542443064182,0.16888614516271278,0.5517241379310345,0.7096774193548387,0.6,0.5436698116386546,0.1782874420976,1105,0.68,0.5652173913043478,0.30434782608695654,0.38095238095238093,0.55,0.42857142857142855,0.484848171152519,0.12604892581727783,1102,RandomForest
cleaned+speed,0.64,0.4913879598662208,0.21089680723548,0.5517241379310345,0.7096774193548387,0.6,0.5339477207312624,0.15967683169286642,1108,0.64,0.5217391304347826,0.32608695652173914,0.38095238095238093,0.55,0.42857142857142855,0.4745583160800551,0.1066216341532612,1108,RandomForest
invariant,0.4111375212224109,0.6274642820433755,0.288708471317167,0.6,0.6206896551724138,0.5517241379310345,0.5166206779477336,0.1254137759060983,1126,0.48,0.6304347826086957,0.3695652173913043,0.42857142857142855,0.45,0.38095238095238093,0.4565873015873016,0.08649939031071983,1126,RandomForest
cleaned_invariant,0.5282101806239737,0.5486542443064182,0.39239130434782604,0.5517241379310345,0.6666666666666666,0.6,0.5479410889793198,0.08307201424785617,1102,0.56,0.5652173913043478,0.43478260869565216,0.38095238095238093,0.5,0.42857142857142855,0.4782539682539682,0.0689730059445069,1105,RandomForest
cleaned_invariant+speed,0.428,0.4913879598662208,0.288708471317167,0.6,0.7096774193548387,0.6,0.5196289750897044,0.13635438969664415,1120,0.48,0.5217391304347826,0.3695652173913043,0.42857142857142855,0.55,0.42857142857142855,0.46307453416149064,0.061113233393084554,1117,RandomForest
basic,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned+speed,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
invariant,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned_invariant,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned_invariant+speed,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
basic,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned+speed,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
invariant,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned_invariant,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned_invariant+speed,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
basic,0.4995121951219512,0.6338277919863597,0.5993395707209687,1.0,1.0,1.0,0.7887799263048799,0.21502534391425368,597,0.64,0.717391304347826,0.717391304347826,1.0,1.0,1.0,0.8457971014492753,0.15634584856857978,446,RandomForest
cleaned,0.4995121951219512,0.5905320366132724,0.5993395707209687,1.0,1.0,1.0,0.781563967076032,0.22075440070525404,647,0.64,0.6956521739130435,0.717391304347826,1.0,1.0,1.0,0.8421739130434783,0.15949965086588438,502,RandomForest
cleaned+speed,0.5435737491877842,0.5905320366132724,0.5993395707209687,1.0,1.0,1.0,0.7889075594203376,0.21180085152541994,594,0.66,0.6956521739130435,0.717391304347826,1.0,1.0,1.0,0.8455072463768115,0.15539584323571218,488,RandomForest
invariant,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned_invariant,0.4995121951219512,0.6338277919863597,0.5993395707209687,1.0,1.0,1.0,0.7887799263048799,0.21502534391425368,597,0.64,0.717391304347826,0.717391304347826,1.0,1.0,1.0,0.8457971014492753,0.15634584856857978,446,RandomForest
cleaned_invariant+speed,0.4995121951219512,0.6733254994124559,0.5993395707209687,1.0,1.0,1.0,0.7953628775425626,0.21074271060144464,556,0.64,0.7391304347826086,0.717391304347826,1.0,1.0,1.0,0.8494202898550723,0.1535551531051908,408,RandomForest
basic,0.5435737491877842,0.7433574879227053,0.6473960821786909,1.0,1.0,1.0,0.8223878865481967,0.186745569884928,403,0.66,0.782608695652174,0.7391304347826086,1.0,1.0,1.0,0.8636231884057971,0.14102015270825397,259,RandomForest
cleaned,0.5435737491877842,0.6733254994124559,0.6473960821786909,1.0,1.0,1.0,0.8107158884631552,0.19339072079850733,451,0.66,0.7391304347826086,0.7391304347826086,1.0,1.0,1.0,0.8563768115942029,0.1460251911066141,310,RandomForest
cleaned+speed,0.5435737491877842,0.7748228501443443,0.6473960821786909,1.0,1.0,1.0,0.8276321135851367,0.18488512852930467,385,0.66,0.8043478260869565,0.7391304347826086,1.0,1.0,1.0,0.8672463768115942,0.13915911540134862,227,RandomForest
invariant,0.4995121951219512,0.6733254994124559,0.5993395707209687,1.0,1.0,1.0,0.7953628775425626,0.21074271060144464,556,0.64,0.7391304347826086,0.717391304347826,1.0,1.0,1.0,0.8494202898550723,0.1535551531051908,408,RandomForest
cleaned_invariant,0.5435737491877842,0.6733254994124559,0.5993395707209687,1.0,1.0,1.0,0.8027064698868681,0.20084052927952029,503,0.66,0.7391304347826086,0.717391304347826,1.0,1.0,1.0,0.8527536231884058,0.14912613900659286,375,RandomForest
cleaned_invariant+speed,0.5435737491877842,0.7433574879227053,0.5993395707209687,1.0,1.0,1.0,0.8143784679719097,0.19493031323662208,440,0.66,0.782608695652174,0.717391304347826,1.0,1.0,1.0,0.86,0.14441067254204368,283,RandomForest
basic,0.5840000000000001,0.8590153452685422,0.796840318579449,1.0,1.0,1.0,0.8733092773079986,0.1516043610450781,131,0.68,0.8695652173913043,0.8260869565217391,1.0,1.0,1.0,0.8959420289855072,0.118806994193756,28,RandomForest
cleaned,0.5435737491877842,0.8590153452685422,0.7642966751918159,1.0,1.0,1.0,0.8611476282746904,0.16737072913317066,221,0.66,0.8695652173913043,0.8043478260869565,1.0,1.0,1.0,0.8889855072463768,0.1271139253209576,70,RandomForest
cleaned+speed,0.5435737491877842,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.8694766642571791,0.16829826335643225,157,0.66,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.896231884057971,0.12703954667275688,26,RandomForest
invariant,0.5435737491877842,0.8590153452685422,0.6902691511387163,1.0,1.0,1.0,0.8488097075991737,0.1765331729633704,309,0.66,0.8695652173913043,0.7608695652173914,1.0,1.0,1.0,0.8817391304347826,0.13284251185242432,128,RandomForest
cleaned_invariant,0.5435737491877842,0.8323881537492123,0.6473960821786909,1.0,1.0,1.0,0.8372263308526146,0.18338328353970132,355,0.66,0.8478260869565217,0.7391304347826086,1.0,1.0,1.0,0.8744927536231883,0.13680729543725406,177,RandomForest
cleaned_invariant+speed,0.5435737491877842,0.8590153452685422,0.7289759725400459,1.0,1.0,1.0,0.8552608444993953,0.17124985642363266,260,0.66,0.8695652173913043,0.782608695652174,1.0,1.0,1.0,0.8853623188405798,0.12975709619039041,98,RandomForest
basic,0.6213381555153706,0.9571557971014493,0.8459182349123945,0.9230769230769231,1.0,0.975609756097561,0.8871831444506165,0.1285222386124006,52,0.7,0.9565217391304348,0.8478260869565217,0.8571428571428571,1.0,0.9523809523809523,0.8856452726017944,0.09938223673503374,93,RandomForest
cleaned,0.5840000000000001,0.9780585897527427,0.8213981244671781,0.95,1.0,0.975609756097561,0.8848444117195803,0.14660950534887068,69,0.68,0.9782608695652174,0.8260869565217391,0.9047619047619048,1.0,0.9523809523809523,0.8902484472049691,0.10968423232103953,62,RandomForest
cleaned+speed,0.5840000000000001,0.9784333111075345,0.8614342179559571,0.8947368421052632,1.0,0.975609756097561,0.8823690212110527,0.14222900044516215,93,0.68,0.9782608695652174,0.8695652173913043,0.8095238095238095,1.0,0.9523809523809523,0.8816218081435473,0.1113210052786434,137,RandomForest
invariant,0.7750519750519751,0.9556482919254659,0.8072463768115942,0.9230769230769231,1.0,0.975609756097561,0.9061055538272532,0.08498792935648455,10,0.8,0.9565217391304348,0.8260869565217391,0.8571428571428571,1.0,0.9523809523809523,0.898688750862664,0.07441777073943244,17,RandomForest
cleaned_invariant,0.6884697910784868,0.9784333111075345,0.8554347826086957,0.975609756097561,0.9473684210526315,0.95,0.899219343657485,0.10274549313960678,30,0.74,0.9782608695652174,0.8695652173913043,0.9523809523809523,0.9,0.9047619047619048,0.8908281573498966,0.0762809974384731,60,RandomForest
cleaned_invariant+speed,0.656037296037296,1.0,0.8350683813023067,0.975609756097561,1.0,0.95,0.9027859055728608,0.1237633384255773,22,0.72,1.0,0.8478260869565217,0.9523809523809523,1.0,0.9047619047619048,0.9041614906832298,0.09813651128515306,6,RandomForest
basic,0.7749253731343283,0.8315111450122892,0.7098906687007372,0.7272727272727273,0.888888888888889,0.95,0.8137481338348285,0.08592419568263322,445,0.78,0.8260869565217391,0.6956521739130435,0.5714285714285714,0.8,0.9047619047619048,0.7629882677708765,0.10564858637843108,968,RandomForest
cleaned,0.739047619047619,0.8315111450122892,0.7079431438127091,0.7272727272727273,0.918918918918919,0.95,0.8124489256773773,0.09502957499896511,447,0.76,0.8260869565217391,0.6956521739130435,0.5714285714285714,0.85,0.9047619047619048,0.7679882677708765,0.11010634764952798,962,RandomForest
cleaned+speed,0.7642933462846042,0.8103110998927242,0.8140568813337691,0.6875,0.918918918918919,0.9230769230769231,0.8196928615844898,0.08286325613120347,412,0.78,0.8043478260869565,0.8043478260869565,0.5238095238095238,0.85,0.8571428571428571,0.7699413388543824,0.11333075030262336,960,RandomForest
invariant,0.821003861003861,0.8525371221023395,0.8695652173913043,0.7647058823529411,0.888888888888889,0.9230769230769231,0.8532963158027097,0.050485122363228024,281,0.82,0.8478260869565217,0.8695652173913043,0.6190476190476191,0.8,0.8571428571428571,0.8022636300897169,0.0851518058449715,930,RandomForest
cleaned_invariant,0.8120056100981767,0.8103110998927242,0.8956153863840158,0.8,0.918918918918919,0.9230769230769231,0.8599879897284599,0.05337140365580975,227,0.82,0.8043478260869565,0.8913043478260869,0.6666666666666666,0.85,0.8571428571428571,0.8149102829537611,0.07183844397592061,904,RandomForest
cleaned_invariant+speed,0.8731428571428572,0.8103110998927242,0.8752717391304349,0.7647058823529411,0.918918918918919,0.9230769230769231,0.8609045700858,0.05686408373061362,224,0.88,0.8043478260869565,0.8695652173913043,0.6190476190476191,0.85,0.8571428571428571,0.8133505866114561,0.09009056959521942,906,RandomForest
basic,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned+speed,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
invariant,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned_invariant,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned_invariant+speed,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
basic,0.4995121951219512,0.6338277919863597,0.5993395707209687,1.0,1.0,1.0,0.7887799263048799,0.21502534391425368,597,0.64,0.717391304347826,0.717391304347826,1.0,1.0,1.0,0.8457971014492753,0.15634584856857978,446,RandomForest
cleaned,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned+speed,0.4995121951219512,0.5905320366132724,0.5993395707209687,1.0,1.0,1.0,0.781563967076032,0.22075440070525404,647,0.64,0.6956521739130435,0.717391304347826,1.0,1.0,1.0,0.8421739130434783,0.15949965086588438,502,RandomForest
invariant,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned_invariant,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned_invariant+speed,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
basic,0.4995121951219512,0.7433574879227053,0.6473960821786909,1.0,1.0,1.0,0.8150442942038912,0.19808721398275903,434,0.64,0.782608695652174,0.7391304347826086,1.0,1.0,1.0,0.8602898550724638,0.14594425972993985,274,RandomForest
cleaned,0.4995121951219512,0.6733254994124559,0.6473960821786909,1.0,1.0,1.0,0.8033722961188497,0.20394405745500638,497,0.64,0.7391304347826086,0.7391304347826086,1.0,1.0,1.0,0.8530434782608696,0.15062566427153137,358,RandomForest
cleaned+speed,0.5435737491877842,0.7096642738472149,0.6473960821786909,1.0,1.0,1.0,0.8167723508689484,0.18952354767396168,428,0.66,0.7608695652173914,0.7391304347826086,1.0,1.0,1.0,0.86,0.14331567423932284,283,RandomForest
invariant,0.4995121951219512,0.6733254994124559,0.5993395707209687,1.0,1.0,1.0,0.7953628775425626,0.21074271060144464,556,0.64,0.7391304347826086,0.717391304347826,1.0,1.0,1.0,0.8494202898550723,0.1535551531051908,408,RandomForest
cleaned_invariant,0.5435737491877842,0.6733254994124559,0.5993395707209687,1.0,1.0,1.0,0.8027064698868681,0.20084052927952029,503,0.66,0.7391304347826086,0.717391304347826,1.0,1.0,1.0,0.8527536231884058,0.14912613900659286,375,RandomForest
cleaned_invariant+speed,0.5435737491877842,0.6733254994124559,0.5993395707209687,1.0,1.0,1.0,0.8027064698868681,0.20084052927952029,503,0.66,0.7391304347826086,0.717391304347826,1.0,1.0,1.0,0.8527536231884058,0.14912613900659286,375,RandomForest
basic,0.6213381555153706,0.8590153452685422,0.7289759725400459,1.0,1.0,1.0,0.8682215788873263,0.14861705553377177,163,0.7,0.8695652173913043,0.782608695652174,1.0,1.0,1.0,0.8920289855072463,0.11855081322416167,44,RandomForest
cleaned,0.5435737491877842,0.8323881537492123,0.796840318579449,1.0,1.0,1.0,0.8621337035860742,0.16515135253641258,199,0.66,0.8478260869565217,0.8260869565217391,1.0,1.0,1.0,0.8889855072463768,0.12586854312785356,70,RandomForest
cleaned+speed,0.5435737491877842,0.8323881537492123,0.796840318579449,1.0,1.0,1.0,0.8621337035860742,0.16515135253641258,199,0.66,0.8478260869565217,0.8260869565217391,1.0,1.0,1.0,0.8889855072463768,0.12586854312785356,70,RandomForest
invariant,0.5840000000000001,0.8323881537492123,0.7289759725400459,1.0,1.0,1.0,0.8575606877148765,0.1596193432089074,238,0.68,0.8478260869565217,0.782608695652174,1.0,1.0,1.0,0.8850724637681159,0.12487717132648592,111,RandomForest
cleaned_invariant,0.5435737491877842,0.7748228501443443,0.6902691511387163,1.0,1.0,1.0,0.8347776250784742,0.17849942620621498,365,0.66,0.8043478260869565,0.7608695652173914,1.0,1.0,1.0,0.8708695652173913,0.136023970236466,198,RandomForest
cleaned_invariant+speed,0.5435737491877842,0.8323881537492123,0.7642966751918159,1.0,1.0,1.0,0.8567097630214687,0.1677210773275797,249,0.66,0.8478260869565217,0.8043478260869565,1.0,1.0,1.0,0.8853623188405798,0.12792307930823796,98,RandomForest
basic,0.656037296037296,0.9360889663026731,0.882191700930219,0.95,1.0,1.0,0.9040529938783647,0.11799632012134942,14,0.72,0.9347826086956522,0.8913043478260869,0.9047619047619048,1.0,1.0,0.9084748102139407,0.094231262967227,4,RandomForest
cleaned,0.5840000000000001,0.9352999333226036,0.8614342179559571,0.975609756097561,1.0,0.95,0.8843906512293537,0.1410344694510999,76,0.68,0.9347826086956522,0.8695652173913043,0.9523809523809523,1.0,0.9047619047619048,0.8902484472049691,0.10225131545846959,62,RandomForest
cleaned+speed,0.5840000000000001,0.8921665555376727,0.8350683813023067,0.975609756097561,0.9743589743589742,0.975609756097561,0.872802237232346,0.13943821550746488,139,0.68,0.8913043478260869,0.8478260869565217,0.9523809523809523,0.95,0.9523809523809523,0.8789820565907523,0.09706933625227487,151,RandomForest
invariant,0.8260317460317461,0.9130434782608695,0.8072463768115942,0.975609756097561,0.9473684210526315,0.975609756097561,0.907484922391994,0.06780605049554984,6,0.84,0.9130434782608695,0.8260869565217391,0.9523809523809523,0.9,0.9523809523809523,0.8973153899240857,0.04945967360465501,21,RandomForest
cleaned_invariant,0.656037296037296,0.9130434782608695,0.8350683813023067,0.95,1.0,0.95,0.8840248592667455,0.113558221211232,81,0.72,0.9130434782608695,0.8478260869565217,0.9047619047619048,1.0,0.9047619047619048,0.8817322291235336,0.08498561867022232,135,RandomForest
cleaned_invariant+speed,0.6213381555153706,0.9360889663026731,0.8350683813023067,0.975609756097561,0.9743589743589742,0.975609756097561,0.8863456649457411,0.12846220875833095,56,0.7,0.9347826086956522,0.8478260869565217,0.9523809523809523,0.95,0.9523809523809523,0.8895617667356799,0.09243532435576449,67,RandomForest
basic,0.7749253731343283,0.8315111450122892,0.8295807453416149,0.7272727272727273,0.918918918918919,0.975609756097561,0.8429697776295734,0.08335471476570296,337,0.78,0.8260869565217391,0.8260869565217391,0.5714285714285714,0.85,0.9523809523809523,0.8009972394755004,0.11526776384388293,934,RandomForest
cleaned,0.6405420666290231,0.8103110998927242,0.7921195652173914,0.8333333333333334,0.918918918918919,0.9230769230769231,0.8197169845113857,0.09457223435114614,410,0.7,0.8043478260869565,0.782608695652174,0.7142857142857143,0.85,0.8571428571428571,0.7847308488612836,0.060600775706776966,946,RandomForest
cleaned+speed,0.7825396825396825,0.8315111450122892,0.7703538500448349,0.8,0.918918918918919,0.95,0.8422205994192877,0.06846281757015438,339,0.8,0.8260869565217391,0.7608695652173914,0.6666666666666666,0.85,0.9047619047619048,0.8013975155279504,0.07466908820038151,932,RandomForest
invariant,0.821003861003861,0.8103110998927242,0.8520739630184907,0.8,0.918918918918919,0.9230769230769231,0.8542307943184864,0.04983797504407297,267,0.82,0.8043478260869565,0.8478260869565217,0.6666666666666666,0.85,0.8571428571428571,0.8076639061421669,0.06569742427897039,918,RandomForest
cleaned_invariant,0.8347058823529412,0.8315111450122892,0.8520739630184907,0.7647058823529411,0.918918918918919,0.8947368421052632,0.8494421056268074,0.04933638037470422,306,0.84,0.8260869565217391,0.8478260869565217,0.6190476190476191,0.85,0.8095238095238095,0.7987474120082815,0.08154029387799558,939,RandomForest
cleaned_invariant+speed,0.8120056100981767,0.8103110998927242,0.8538615409376221,0.8947368421052632,0.9473684210526315,0.9230769230769231,0.8735600728605569,0.052480890015963386,127,0.82,0.8043478260869565,0.8478260869565217,0.8095238095238095,0.9,0.8571428571428571,0.839806763285024,0.033052425115691335,548,RandomForest
basic,0.8233484911120297,0.6996870882740448,0.4544099378881988,0.6,0.7096774193548387,0.8,0.681187156104852,0.12483291543383852,1078,0.82,0.6956521739130435,0.4782608695652174,0.42857142857142855,0.55,0.6666666666666666,0.6065251897860592,0.1344411179595791,1091,RandomForest
cleaned,0.84,0.7226223148511174,0.39239130434782604,0.6,0.75,0.8,0.6841689365331572,0.15040564226290828,1072,0.84,0.717391304347826,0.43478260869565216,0.42857142857142855,0.6,0.6666666666666666,0.6145686680469289,0.14789423458472697,1075,RandomForest
cleaned+speed,0.8426666666666667,0.6020256916996047,0.3248580388168488,0.6,0.8235294117647058,0.8333333333333334,0.6710688570468598,0.18650266354591358,1090,0.84,0.6086956521739131,0.391304347826087,0.42857142857142855,0.7,0.7142857142857143,0.6138095238095237,0.15944395645899453,1077,RandomForest
invariant,0.68,0.7888795986622074,0.7298331966092426,0.6451612903225806,0.7878787878787878,0.8,0.7386254789121364,0.0591157091209811,1042,0.68,0.782608695652174,0.717391304347826,0.47619047619047616,0.65,0.6666666666666666,0.6621428571428571,0.09365672117845433,1051,RandomForest
cleaned_invariant,0.7646753246753246,0.7226223148511174,0.7079431438127091,0.6,0.7878787878787878,0.6451612903225806,0.7047134769234199,0.06500567223275562,1064,0.76,0.717391304347826,0.6956521739130435,0.42857142857142855,0.65,0.47619047619047616,0.6213008971704623,0.12451522040642077,1070,RandomForest
cleaned_invariant+speed,0.7226923076923077,0.5757825880605022,0.48362600854295207,0.6,0.8571428571428571,0.8,0.6732072935731032,0.13111661049193135,1085,0.72,0.5869565217391305,0.5,0.42857142857142855,0.75,0.6666666666666666,0.6086991028295375,0.1157931240988239,1084,RandomForest
basic,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
cleaned+speed,0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551,RandomForest
