param_feature_selector__feature_set,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,split4_test_weighted_f1,split5_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,split5_test_acc,mean_test_acc,std_test_acc,rank_test_acc,model
cleaned,0.5840000000000001,0.932664437012263,0.7642966751918159,1.0,1.0,1.0,0.8801601853673464,0.15651232557500344,1660,0.68,0.9347826086956522,0.8043478260869565,1.0,1.0,1.0,0.9031884057971015,0.12158547929529798,1304,XGBoost
cleaned+speed,0.5840000000000001,0.8323881537492123,0.7642966751918159,1.0,1.0,1.0,0.8634474714901713,0.15536313916899372,2154,0.68,0.8478260869565217,0.8043478260869565,1.0,1.0,1.0,0.888695652173913,0.12213703089694009,1951,XGBoost
invariant,0.6213381555153706,0.8590153452685422,0.7289759725400459,1.0,1.0,1.0,0.8682215788873263,0.14861705553377177,2015,0.7,0.8695652173913043,0.782608695652174,1.0,1.0,1.0,0.8920289855072463,0.11855081322416167,1804,XGBoost
cleaned_invariant,0.656037296037296,0.9556482919254659,0.7289759725400459,1.0,1.0,1.0,0.8901102600838012,0.14217179136170593,1361,0.72,0.9565217391304348,0.782608695652174,1.0,1.0,1.0,0.9098550724637681,0.1145954410169504,1010,XGBoost
cleaned_invariant+speed,0.656037296037296,0.8844905905256328,0.7642966751918159,1.0,1.0,1.0,0.8841374269591241,0.13333167148766664,1540,0.72,0.8913043478260869,0.8043478260869565,1.0,1.0,1.0,0.9026086956521739,0.10922768344379458,1357,XGBoost
basic,0.5840000000000001,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.8762143727258818,0.15543362366026622,1776,0.68,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.8995652173913044,0.12091204550135601,1441,XGBoost
cleaned,0.5840000000000001,0.9556482919254659,0.7642966751918159,1.0,1.0,1.0,0.8839908278528803,0.1580244512732131,1563,0.68,0.9565217391304348,0.8043478260869565,1.0,1.0,1.0,0.9068115942028986,0.12279091882485328,1116,XGBoost
cleaned+speed,0.5840000000000001,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.8762143727258818,0.15543362366026622,1776,0.68,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.8995652173913044,0.12091204550135601,1441,XGBoost
invariant,0.656037296037296,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.8882205887320977,0.13365470332152615,1388,0.72,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.906231884057971,0.10915314350791808,1159,XGBoost
cleaned_invariant,0.656037296037296,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.8997320934969757,0.13785614850246997,969,0.72,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9171014492753624,0.11248655080755829,547,XGBoost
cleaned_invariant+speed,0.656037296037296,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.8882205887320977,0.13365470332152615,1388,0.72,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.906231884057971,0.10915314350791808,1159,XGBoost
basic,0.6213381555153706,0.932664437012263,0.7642966751918159,1.0,1.0,1.0,0.8863832112865749,0.14492657898150993,1480,0.7,0.9347826086956522,0.8043478260869565,1.0,1.0,1.0,0.9065217391304348,0.11554506318189837,1138,XGBoost
cleaned,0.5840000000000001,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.8877258774907597,0.15992738523985997,1437,0.68,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9104347826086956,0.1245129136213393,953,XGBoost
cleaned+speed,0.656037296037296,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.8882205887320977,0.13365470332152615,1388,0.72,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.906231884057971,0.10915314350791808,1159,XGBoost
invariant,0.7477333333333334,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.9035032616147706,0.10924567520046731,850,0.78,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.916231884057971,0.09321894151137274,678,XGBoost
cleaned_invariant,0.656037296037296,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.8997320934969757,0.13785614850246997,969,0.72,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9171014492753624,0.11248655080755829,547,XGBoost
cleaned_invariant+speed,0.656037296037296,0.932664437012263,0.7642966751918159,1.0,1.0,1.0,0.8921664013735624,0.13455603983066983,1259,0.72,0.9347826086956522,0.8043478260869565,1.0,1.0,1.0,0.9098550724637681,0.10967864690568327,1010,XGBoost
basic,0.6884697910784868,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9051375093371742,0.1285140725572004,754,0.74,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9204347826086957,0.10674628802118226,393,XGBoost
cleaned,0.656037296037296,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.8997320934969757,0.13785614850246997,969,0.72,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9171014492753624,0.11248655080755829,547,XGBoost
cleaned+speed,0.656037296037296,0.9556482919254659,0.7642966751918159,1.0,1.0,1.0,0.8959970438590963,0.13597412973050874,1156,0.72,0.9565217391304348,0.8043478260869565,1.0,1.0,1.0,0.9134782608695652,0.11079565595591713,779,XGBoost
invariant,0.7825396825396825,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9208158245807069,0.10464676349367948,218,0.8,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9304347826086957,0.0910278767967664,155,XGBoost
cleaned_invariant,0.6884697910784868,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9051375093371742,0.1285140725572004,754,0.74,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9204347826086957,0.10674628802118226,393,XGBoost
cleaned_invariant+speed,0.6884697910784868,0.9556482919254659,0.7642966751918159,1.0,1.0,1.0,0.9014024596992948,0.1266526435342926,916,0.74,0.9565217391304348,0.8043478260869565,1.0,1.0,1.0,0.9168115942028985,0.10507796087569336,632,XGBoost
basic,0.7825396825396825,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9208158245807069,0.10464676349367948,218,0.8,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9304347826086957,0.0910278767967664,155,XGBoost
cleaned,0.6884697910784868,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9051375093371742,0.1285140725572004,754,0.74,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9204347826086957,0.10674628802118226,393,XGBoost
cleaned+speed,0.6884697910784868,1.0,0.7642966751918159,1.0,1.0,1.0,0.9087944110450504,0.13082836826455663,637,0.74,1.0,0.8043478260869565,1.0,1.0,1.0,0.9240579710144927,0.10899283046626361,264,XGBoost
invariant,0.8120056100981767,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9257268125071225,0.09855652790972023,108,0.82,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.933768115942029,0.08644110533936697,92,XGBoost
cleaned_invariant,0.7189473684210526,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9102171055609353,0.12018198403780883,535,0.76,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9237681159420289,0.10122957577275583,284,XGBoost
cleaned_invariant+speed,0.7189473684210526,0.9780585897527427,0.7642966751918159,1.0,1.0,1.0,0.9102171055609353,0.12018198403780883,535,0.76,0.9782608695652174,0.8043478260869565,1.0,1.0,1.0,0.9237681159420289,0.10122957577275583,284,XGBoost
basic,0.7971479500891266,0.9780585897527427,0.7642966751918159,1.0,0.9743589743589742,1.0,0.9189770315654432,0.0987045850628319,275,0.8,0.9782608695652174,0.8043478260869565,1.0,0.95,1.0,0.9221014492753623,0.08645158348170628,354,XGBoost
cleaned,0.7189473684210526,1.0,0.7642966751918159,0.975609756097561,1.0,1.0,0.9098089666184048,0.11995484429988947,580,0.76,1.0,0.8043478260869565,0.9523809523809523,1.0,1.0,0.9194547964113182,0.09934969210335756,467,XGBoost
cleaned+speed,0.7189473684210526,1.0,0.7642966751918159,0.975609756097561,1.0,1.0,0.9098089666184048,0.11995484429988947,580,0.76,1.0,0.8043478260869565,0.9523809523809523,1.0,1.0,0.9194547964113182,0.09934969210335756,467,XGBoost
invariant,0.7971479500891266,1.0,0.7642966751918159,1.0,1.0,1.0,0.9269074375468237,0.10380259740074504,101,0.8,1.0,0.8043478260869565,1.0,1.0,1.0,0.9340579710144928,0.09326455743077229,77,XGBoost
cleaned_invariant,0.7477333333333334,1.0,0.7642966751918159,0.95,1.0,1.0,0.9103383347541915,0.11064902706970581,531,0.78,1.0,0.8043478260869565,0.9047619047619048,1.0,1.0,0.9148516218081436,0.09331719213633663,736,XGBoost
cleaned_invariant+speed,0.7750519750519751,1.0,0.7642966751918159,0.975609756097561,1.0,0.975609756097561,0.9150946937398188,0.10335535227398687,352,0.8,1.0,0.8043478260869565,0.9523809523809523,1.0,0.9523809523809523,0.918184955141477,0.08431361214534808,514,XGBoost
basic,0.4995121951219512,0.6338277919863597,0.7289759725400459,1.0,1.0,1.0,0.8103859932747262,0.20095742622728713,2881,0.64,0.717391304347826,0.782608695652174,1.0,1.0,1.0,0.8566666666666668,0.14914198346855342,2806,XGBoost
cleaned,0.4995121951219512,0.6733254994124559,0.6902691511387163,1.0,1.0,1.0,0.8105178076121873,0.1990462523759859,2869,0.64,0.7391304347826086,0.7608695652173914,1.0,1.0,1.0,0.8566666666666666,0.1480819751744303,2848,XGBoost
cleaned+speed,0.4995121951219512,0.6338277919863597,0.7289759725400459,1.0,1.0,1.0,0.8103859932747262,0.20095742622728713,2881,0.64,0.717391304347826,0.782608695652174,1.0,1.0,1.0,0.8566666666666668,0.14914198346855342,2806,XGBoost
invariant,0.5435737491877842,0.6733254994124559,0.7289759725400459,1.0,1.0,1.0,0.8243125368567142,0.18407365690165575,2755,0.66,0.7391304347826086,0.782608695652174,1.0,1.0,1.0,0.8636231884057971,0.14102015270825397,2713,XGBoost
cleaned_invariant,0.4995121951219512,0.5426312817617166,0.7289759725400459,1.0,1.0,1.0,0.7951865749039523,0.21657830613034862,2947,0.64,0.6739130434782609,0.782608695652174,1.0,1.0,1.0,0.8494202898550723,0.1566025690379298,2893,XGBoost
cleaned_invariant+speed,0.4995121951219512,0.5905320366132724,0.7289759725400459,1.0,1.0,1.0,0.8031700340458783,0.2078275993651677,2929,0.64,0.6956521739130435,0.782608695652174,1.0,1.0,1.0,0.8530434782608696,0.15270301391913454,2866,XGBoost
basic,0.5435737491877842,0.8590153452685422,0.7289759725400459,1.0,1.0,1.0,0.8552608444993953,0.17124985642363266,2332,0.66,0.8695652173913043,0.782608695652174,1.0,1.0,1.0,0.8853623188405798,0.12975709619039041,2062,XGBoost
cleaned,0.4995121951219512,0.8590153452685422,0.7289759725400459,1.0,1.0,1.0,0.8479172521550898,0.18486200529478697,2530,0.64,0.8695652173913043,0.782608695652174,1.0,1.0,1.0,0.8820289855072464,0.1356277074430405,2242,XGBoost
cleaned+speed,0.4995121951219512,0.804404291360813,0.7289759725400459,1.0,1.0,1.0,0.8388154098371351,0.18543503574680048,2636,0.64,0.8260869565217391,0.782608695652174,1.0,1.0,1.0,0.8747826086956522,0.13725180957369537,2486,XGBoost
invariant,0.6213381555153706,0.8590153452685422,0.7289759725400459,1.0,1.0,1.0,0.8682215788873263,0.14861705553377177,2015,0.7,0.8695652173913043,0.782608695652174,1.0,1.0,1.0,0.8920289855072463,0.11855081322416167,1804,XGBoost
cleaned_invariant,0.5435737491877842,0.804404291360813,0.7289759725400459,1.0,1.0,1.0,0.8461590021814406,0.17225674223394724,2554,0.66,0.8260869565217391,0.782608695652174,1.0,1.0,1.0,0.8781159420289856,0.13163737081659274,2395,XGBoost
cleaned_invariant+speed,0.5435737491877842,0.7748228501443443,0.7289759725400459,1.0,1.0,1.0,0.8412287619786957,0.1737977073934522,2606,0.66,0.8043478260869565,0.782608695652174,1.0,1.0,1.0,0.8744927536231885,0.13330812616166776,2520,XGBoost
basic,0.6213381555153706,0.9089895611634743,0.7289759725400459,1.0,1.0,1.0,0.8765506148698151,0.14926665835131453,1758,0.7,0.9130434782608695,0.782608695652174,1.0,1.0,1.0,0.8992753623188405,0.11828475533151062,1492,XGBoost
cleaned,0.4995121951219512,0.8844905905256328,0.7289759725400459,1.0,1.0,1.0,0.852163126364605,0.1853600292815994,2454,0.64,0.8913043478260869,0.782608695652174,1.0,1.0,1.0,0.8856521739130434,0.13553669369257187,2038,XGBoost
cleaned+speed,0.5435737491877842,0.8844905905256328,0.7289759725400459,1.0,1.0,1.0,0.8595067187089104,0.17160574827231334,2233,0.66,0.8913043478260869,0.782608695652174,1.0,1.0,1.0,0.8889855072463768,0.1295687837916576,1904,XGBoost
invariant,0.6213381555153706,0.9089895611634743,0.7289759725400459,1.0,1.0,1.0,0.8765506148698151,0.14926665835131453,1758,0.7,0.9130434782608695,0.782608695652174,1.0,1.0,1.0,0.8992753623188405,0.11828475533151062,1492,XGBoost
cleaned_invariant,0.5840000000000001,0.8844905905256328,0.7289759725400459,1.0,1.0,1.0,0.8662444271776132,0.15943082490088606,2090,0.68,0.8913043478260869,0.782608695652174,1.0,1.0,1.0,0.8923188405797102,0.12376209129008645,1752,XGBoost
cleaned_invariant+speed,0.6213381555153706,0.8323881537492123,0.7289759725400459,1.0,1.0,1.0,0.8637837136341048,0.1492220308270084,2134,0.7,0.8478260869565217,0.782608695652174,1.0,1.0,1.0,0.8884057971014493,0.1195103079889177,2010,XGBoost
basic,0.7189473684210526,0.932664437012263,0.7289759725400459,1.0,1.0,1.0,0.8967646296622269,0.12452137238795466,1150,0.76,0.9347826086956522,0.782608695652174,1.0,1.0,1.0,0.9128985507246377,0.10295007895365474,841,XGBoost
cleaned,0.5840000000000001,0.9089895611634743,0.7460503982243113,0.975609756097561,1.0,1.0,0.8691082859142245,0.15471928306828994,1997,0.68,0.9130434782608695,0.782608695652174,0.9523809523809523,1.0,1.0,0.8880055210489993,0.11848446429956214,2026,XGBoost
cleaned+speed,0.5840000000000001,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.8762143727258818,0.15543362366026622,1776,0.68,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.8995652173913044,0.12091204550135601,1441,XGBoost
invariant,0.7568949771689497,0.9089895611634743,0.7289759725400459,1.0,1.0,1.0,0.899143418478745,0.11532900426359587,1066,0.78,0.9130434782608695,0.782608695652174,1.0,1.0,1.0,0.9126086956521738,0.0978067613761363,884,XGBoost
cleaned_invariant,0.6884697910784868,0.9089895611634743,0.711918158567775,1.0,1.0,1.0,0.8848962518016227,0.13467979390328477,1513,0.74,0.9130434782608695,0.7608695652173914,1.0,1.0,1.0,0.9023188405797101,0.1118742955867096,1417,XGBoost
cleaned_invariant+speed,0.7189473684210526,0.9089895611634743,0.7460503982243113,0.975609756097561,1.0,1.0,0.8915995139843998,0.11680095156847678,1289,0.76,0.9130434782608695,0.782608695652174,0.9523809523809523,1.0,1.0,0.9013388543823325,0.09685372101578299,1429,XGBoost
basic,0.7702290790088827,0.9780585897527427,0.7460503982243113,0.975609756097561,1.0,1.0,0.9116579705139163,0.10919058324330257,481,0.78,0.9782608695652174,0.782608695652174,0.9523809523809523,1.0,1.0,0.9155417529330573,0.09626350096525882,715,XGBoost
cleaned,0.6213381555153706,0.9780585897527427,0.7460503982243113,0.95,1.0,1.0,0.882574523915404,0.14613017233047557,1594,0.7,0.9782608695652174,0.782608695652174,0.9047619047619048,1.0,1.0,0.894271911663216,0.11527596728617907,1704,XGBoost
cleaned+speed,0.656037296037296,0.9556482919254659,0.7460503982243113,0.975609756097561,1.0,1.0,0.888890957047439,0.1361931125345616,1382,0.72,0.9565217391304348,0.782608695652174,0.9523809523809523,1.0,1.0,0.9019185645272602,0.10961835625179821,1423,XGBoost
invariant,0.7971479500891266,0.9780585897527427,0.7642966751918159,0.975609756097561,0.9473684210526315,1.0,0.9104135653639797,0.09344965528531399,525,0.8,0.9782608695652174,0.8043478260869565,0.9523809523809523,0.9,1.0,0.9058316080055211,0.07938704799918596,1239,XGBoost
cleaned_invariant,0.8260317460317461,0.9556482919254659,0.7460503982243113,0.95,1.0,1.0,0.9129550726969206,0.09465860713174487,453,0.84,0.9565217391304348,0.782608695652174,0.9047619047619048,1.0,1.0,0.9139820565907523,0.08106079367644624,761,XGBoost
cleaned_invariant+speed,0.8010958904109589,0.9556482919254659,0.7460503982243113,0.95,1.0,1.0,0.9087990967601227,0.09883883392671125,631,0.82,0.9565217391304348,0.782608695652174,0.9047619047619048,1.0,1.0,0.9106487232574189,0.08437784980441228,947,XGBoost
basic,0.821003861003861,1.0,0.7879450616743943,0.975609756097561,0.9473684210526315,1.0,0.921987849971408,0.08549513478498233,180,0.82,1.0,0.8043478260869565,0.9523809523809523,0.9,1.0,0.9127881297446515,0.07885840155243498,877,XGBoost
cleaned,0.8260317460317461,0.9565217391304348,0.7460503982243113,0.95,0.9743589743589742,1.0,0.9088271429575778,0.09122155796675446,625,0.84,0.9565217391304348,0.782608695652174,0.9047619047619048,0.95,1.0,0.905648723257419,0.07405701927247327,1257,XGBoost
cleaned+speed,0.8500048567265662,0.9780585897527427,0.7460503982243113,0.95,0.9743589743589742,1.0,0.9164121365104324,0.09009832165538885,318,0.86,0.9782608695652174,0.782608695652174,0.9047619047619048,0.95,1.0,0.9126052449965494,0.0742459926752629,896,XGBoost
invariant,0.8416298811544992,0.9565217391304348,0.7460503982243113,0.975609756097561,0.9473684210526315,1.0,0.911196699276573,0.08898563904480311,497,0.84,0.9565217391304348,0.782608695652174,0.9523809523809523,0.9,1.0,0.9052518978605936,0.07433448607064311,1269,XGBoost
cleaned_invariant,0.8590769230769232,0.9565217391304348,0.7776872198363687,0.95,0.9743589743589742,1.0,0.9196074760671169,0.07697657627694394,247,0.86,0.9565217391304348,0.8043478260869565,0.9047619047619048,0.95,1.0,0.9126052449965494,0.06520910966146179,896,XGBoost
cleaned_invariant+speed,0.84,0.9780585897527427,0.7460503982243113,0.95,0.9743589743589742,1.0,0.9147446603893381,0.09139515881491138,384,0.84,0.9782608695652174,0.782608695652174,0.9047619047619048,0.95,1.0,0.909271911663216,0.07693324780094153,1070,XGBoost
basic,0.7843982048143614,0.9571557971014493,0.7879450616743943,0.9230769230769231,0.918918918918919,0.975609756097561,0.8911841102806014,0.07673314691755186,1311,0.78,0.9565217391304348,0.8043478260869565,0.8571428571428571,0.85,0.9523809523809523,0.8667322291235334,0.0673103220914132,2653,XGBoost
cleaned,0.84,0.894300969815844,0.7879450616743943,0.95,0.9473684210526315,0.975609756097561,0.8992040347734052,0.06664031476828369,1060,0.84,0.8913043478260869,0.8043478260869565,0.9047619047619048,0.9,0.9523809523809523,0.8821325051759835,0.04774220428963645,2236,XGBoost
cleaned+speed,0.7830517023959647,0.9151600670253108,0.8152456239412761,0.95,0.9473684210526315,0.95,0.8934709690691972,0.06840813066861354,1244,0.78,0.9130434782608695,0.8260869565217391,0.9047619047619048,0.9,0.9047619047619048,0.8714423740510697,0.050308040769261146,2556,XGBoost
invariant,0.7843982048143614,0.9571557971014493,0.7879450616743943,0.9230769230769231,0.918918918918919,0.975609756097561,0.8911841102806014,0.07673314691755186,1311,0.78,0.9565217391304348,0.8043478260869565,0.8571428571428571,0.85,0.9523809523809523,0.8667322291235334,0.0673103220914132,2653,XGBoost
cleaned_invariant,0.8233484911120297,0.9360889663026731,0.7879450616743943,0.95,0.9473684210526315,0.95,0.8991251566902881,0.06704892705439497,1078,0.82,0.9347826086956522,0.8043478260869565,0.9047619047619048,0.9,0.9047619047619048,0.8781090407177364,0.04818235348842724,2423,XGBoost
cleaned_invariant+speed,0.7840926002480364,0.9352999333226036,0.7590579710144929,0.95,0.918918918918919,0.95,0.8828949039173422,0.07973673950932962,1585,0.78,0.9347826086956522,0.782608695652174,0.9047619047619048,0.85,0.9047619047619048,0.8594858523119392,0.060673336676475544,2797,XGBoost
basic,0.4995121951219512,0.7096642738472149,0.7289759725400459,1.0,1.0,1.0,0.823025406918202,0.19162326780870448,2761,0.64,0.7608695652173914,0.782608695652174,1.0,1.0,1.0,0.8639130434782608,0.14313419439653494,2671,XGBoost
cleaned,0.4995121951219512,0.6733254994124559,0.7289759725400459,1.0,1.0,1.0,0.8169689445124089,0.1956425703457597,2809,0.64,0.7391304347826086,0.782608695652174,1.0,1.0,1.0,0.8602898550724637,0.14594425972993985,2731,XGBoost
cleaned+speed,0.4995121951219512,0.6733254994124559,0.7289759725400459,1.0,1.0,1.0,0.8169689445124089,0.1956425703457597,2809,0.64,0.7391304347826086,0.782608695652174,1.0,1.0,1.0,0.8602898550724637,0.14594425972993985,2731,XGBoost
invariant,0.5435737491877842,0.7096642738472149,0.7289759725400459,1.0,1.0,1.0,0.8303689992625074,0.17954837848732005,2719,0.66,0.7608695652173914,0.782608695652174,1.0,1.0,1.0,0.8672463768115941,0.13802246026611828,2641,XGBoost
cleaned_invariant,0.4995121951219512,0.6733254994124559,0.7289759725400459,1.0,1.0,1.0,0.8169689445124089,0.1956425703457597,2809,0.64,0.7391304347826086,0.782608695652174,1.0,1.0,1.0,0.8602898550724637,0.14594425972993985,2731,XGBoost
cleaned_invariant+speed,0.4995121951219512,0.6733254994124559,0.7289759725400459,1.0,1.0,1.0,0.8169689445124089,0.1956425703457597,2809,0.64,0.7391304347826086,0.782608695652174,1.0,1.0,1.0,0.8602898550724637,0.14594425972993985,2731,XGBoost
basic,0.5435737491877842,0.8323881537492123,0.7289759725400459,1.0,1.0,1.0,0.8508229792461738,0.1714399680008439,2460,0.66,0.8478260869565217,0.782608695652174,1.0,1.0,1.0,0.8817391304347826,0.1304492745572553,2266,XGBoost
cleaned,0.4995121951219512,0.7748228501443443,0.7289759725400459,1.0,1.0,1.0,0.8338851696343902,0.18667350905837637,2676,0.64,0.8043478260869565,0.782608695652174,1.0,1.0,1.0,0.871159420289855,0.13876802134177726,2562,XGBoost
cleaned+speed,0.4995121951219512,0.8590153452685422,0.7289759725400459,1.0,1.0,1.0,0.8479172521550898,0.18486200529478697,2530,0.64,0.8695652173913043,0.782608695652174,1.0,1.0,1.0,0.8820289855072464,0.1356277074430405,2242,XGBoost
invariant,0.5840000000000001,0.8323881537492123,0.7289759725400459,1.0,1.0,1.0,0.8575606877148765,0.1596193432089074,2296,0.68,0.8478260869565217,0.782608695652174,1.0,1.0,1.0,0.8850724637681159,0.12487717132648592,2152,XGBoost
cleaned_invariant,0.4995121951219512,0.8323881537492123,0.7289759725400459,1.0,1.0,1.0,0.8434793869018682,0.18486192295339837,2582,0.64,0.8478260869565217,0.782608695652174,1.0,1.0,1.0,0.8784057971014493,0.1362014304537032,2371,XGBoost
cleaned_invariant+speed,0.5435737491877842,0.8590153452685422,0.7289759725400459,1.0,1.0,1.0,0.8552608444993953,0.17124985642363266,2332,0.66,0.8695652173913043,0.782608695652174,1.0,1.0,1.0,0.8853623188405798,0.12975709619039041,2062,XGBoost
basic,0.5840000000000001,0.8590153452685422,0.7289759725400459,1.0,1.0,1.0,0.8619985529680981,0.15922745786712855,2176,0.68,0.8695652173913043,0.782608695652174,1.0,1.0,1.0,0.888695652173913,0.12405661654414321,1951,XGBoost
cleaned,0.4995121951219512,0.8590153452685422,0.7642966751918159,1.0,1.0,1.0,0.8538040359303848,0.18151272387244344,2411,0.64,0.8695652173913043,0.8043478260869565,1.0,1.0,1.0,0.8856521739130434,0.1331918751815092,2038,XGBoost
cleaned+speed,0.4995121951219512,0.8844905905256328,0.7642966751918159,1.0,1.0,1.0,0.8580499101399001,0.18188254257746234,2290,0.64,0.8913043478260869,0.8043478260869565,1.0,1.0,1.0,0.8892753623188406,0.13300052983645588,1898,XGBoost
invariant,0.656037296037296,0.9089895611634743,0.7289759725400459,1.0,1.0,1.0,0.8823338049568027,0.13962763839315817,1623,0.72,0.9130434782608695,0.782608695652174,1.0,1.0,1.0,0.9026086956521739,0.11277560234346766,1357,XGBoost
cleaned_invariant,0.5435737491877842,0.8590153452685422,0.7642966751918159,1.0,1.0,1.0,0.8611476282746904,0.16737072913317066,2213,0.66,0.8695652173913043,0.8043478260869565,1.0,1.0,1.0,0.8889855072463768,0.1271139253209576,1904,XGBoost
cleaned_invariant+speed,0.6213381555153706,0.8844905905256328,0.7289759725400459,1.0,1.0,1.0,0.8724674530968416,0.148657288468362,1861,0.7,0.8913043478260869,0.782608695652174,1.0,1.0,1.0,0.8956521739130435,0.11814039046343626,1654,XGBoost
basic,0.656037296037296,0.932664437012263,0.7642966751918159,1.0,1.0,1.0,0.8921664013735624,0.13455603983066983,1259,0.72,0.9347826086956522,0.8043478260869565,1.0,1.0,1.0,0.9098550724637681,0.10967864690568327,1010,XGBoost
cleaned,0.5435737491877842,0.9089895611634743,0.7460503982243113,1.0,1.0,1.0,0.8664356180959283,0.17032398439896992,2084,0.66,0.9130434782608695,0.782608695652174,1.0,1.0,1.0,0.8926086956521738,0.12988652892804325,1728,XGBoost
cleaned+speed,0.5840000000000001,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.8762143727258818,0.15543362366026622,1776,0.68,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.8995652173913044,0.12091204550135601,1441,XGBoost
invariant,0.7642933462846042,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.9062632637733157,0.10541752668790653,700,0.78,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.916231884057971,0.09321894151137274,678,XGBoost
cleaned_invariant,0.656037296037296,0.8844905905256328,0.7642966751918159,1.0,1.0,1.0,0.8841374269591241,0.13333167148766664,1540,0.72,0.8913043478260869,0.8043478260869565,1.0,1.0,1.0,0.9026086956521739,0.10922768344379458,1357,XGBoost
cleaned_invariant+speed,0.7189473684210526,0.9089895611634743,0.7642966751918159,1.0,1.0,1.0,0.8987056007960571,0.11638027264086645,1084,0.76,0.9130434782608695,0.8043478260869565,1.0,1.0,1.0,0.9128985507246377,0.09825242578401187,841,XGBoost
basic,0.7642933462846042,0.932664437012263,0.796840318579449,1.0,1.0,1.0,0.915633016979386,0.09887604517735103,346,0.78,0.9347826086956522,0.8260869565217391,1.0,1.0,1.0,0.9234782608695653,0.08922405828693103,327,XGBoost
cleaned,0.5840000000000001,0.9556482919254659,0.7460503982243113,0.95,0.9743589743589742,1.0,0.868342944084792,0.1520249180307414,2003,0.68,0.9565217391304348,0.782608695652174,0.9047619047619048,0.95,1.0,0.8789820565907522,0.11198778013459641,2353,XGBoost
cleaned+speed,0.6213381555153706,0.9556482919254659,0.7460503982243113,0.95,0.9743589743589742,1.0,0.8745659700040204,0.14059252803129985,1829,0.7,0.9565217391304348,0.782608695652174,0.9047619047619048,0.95,1.0,0.8823153899240855,0.10616153451741321,2230,XGBoost
invariant,0.76,0.9556482919254659,0.7642966751918159,1.0,1.0,1.0,0.9133241611862136,0.10804854243218662,432,0.76,0.9565217391304348,0.8043478260869565,1.0,1.0,1.0,0.9201449275362319,0.09959010721952576,437,XGBoost
cleaned_invariant,0.7750519750519751,0.9556482919254659,0.7460503982243113,0.975609756097561,0.9743589743589742,1.0,0.9044532326097147,0.10290475031173339,829,0.8,0.9565217391304348,0.782608695652174,0.9523809523809523,0.95,1.0,0.9069185645272602,0.0835982359188291,1107,XGBoost
cleaned_invariant+speed,0.8260317460317461,0.932664437012263,0.7460503982243113,0.975609756097561,1.0,1.0,0.9133927228943136,0.09563767823171887,426,0.84,0.9347826086956522,0.782608695652174,0.9523809523809523,1.0,1.0,0.9182953761214631,0.0809588245673272,508,XGBoost
