mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selector__feature_set,params,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,mean_test_acc,std_test_acc,rank_test_acc
0.010037362575531006,0.004651852542712127,0.005113005638122559,0.0037335157698912616,basic,{'feature_selector__feature_set': 'basic'},0.45,0.8510072468585864,0.5952380952380952,0.5333333333333333,0.6073946688575037,0.14979405332562828,1,0.6,0.898876404494382,0.7142857142857143,0.6666666666666666,0.7199571963616908,0.1109885785361504,1
0.007278144359588623,0.0037190134703101937,0.006034791469573975,0.003682125537772249,cleaned,{'feature_selector__feature_set': 'cleaned'},0.45,0.8510072468585864,0.5952380952380952,0.5333333333333333,0.6073946688575037,0.14979405332562828,1,0.6,0.898876404494382,0.7142857142857143,0.6666666666666666,0.7199571963616908,0.1109885785361504,1
0.0047760009765625,0.0005060128375712256,0.0026970505714416504,0.00014386278362868982,cleaned+speed,{'feature_selector__feature_set': 'cleaned+speed'},0.45,0.8510072468585864,0.5952380952380952,0.5333333333333333,0.6073946688575037,0.14979405332562828,1,0.6,0.898876404494382,0.7142857142857143,0.6666666666666666,0.7199571963616908,0.1109885785361504,1
0.0041007399559021,0.0002203592262220544,0.0020682215690612793,0.00010302543449785866,invariant,{'feature_selector__feature_set': 'invariant'},0.45,0.8510072468585864,0.5952380952380952,0.5333333333333333,0.6073946688575037,0.14979405332562828,1,0.6,0.898876404494382,0.7142857142857143,0.6666666666666666,0.7199571963616908,0.1109885785361504,1
0.004184901714324951,0.00015581501218641435,0.0020782947540283203,5.353359904766284e-05,cleaned_invariant,{'feature_selector__feature_set': 'cleaned_invariant'},0.45,0.8510072468585864,0.5952380952380952,0.5333333333333333,0.6073946688575037,0.14979405332562828,1,0.6,0.898876404494382,0.7142857142857143,0.6666666666666666,0.7199571963616908,0.1109885785361504,1
0.004003703594207764,0.00020322980474643933,0.0020296573638916016,0.00010152531073737665,cleaned_invariant+speed,{'feature_selector__feature_set': 'cleaned_invariant+speed'},0.45,0.8510072468585864,0.5952380952380952,0.5333333333333333,0.6073946688575037,0.14979405332562828,1,0.6,0.898876404494382,0.7142857142857143,0.6666666666666666,0.7199571963616908,0.1109885785361504,1
