param_feature_selector__feature_set,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,mean_test_acc,std_test_acc,rank_test_acc,model
cleaned,0.656037296037296,0.9571557971014493,0.8345533115795043,0.975609756097561,0.8996191891957975,0.12132125210637053,149,0.72,0.9565217391304348,0.8260869565217391,0.9523809523809523,0.9008316080055211,0.0968654218762942,137,LogisticRegression_PCA
cleaned,0.656037296037296,0.9571557971014493,0.8549384783725241,0.975609756097561,0.9072902212681383,0.12261938268396615,126,0.72,0.9565217391304348,0.8478260869565217,0.9523809523809523,0.9127881297446515,0.10006612046936492,121,LogisticRegression_PCA
cleaned+speed,0.5926143421795596,0.6451863354037267,0.6270022883295194,0.8333333333333334,0.7367264202447269,0.11761977687901029,327,0.66,0.6521739130434783,0.6086956521739131,0.7142857142857143,0.6915734989648034,0.06083577110090322,327,LogisticRegression_PCA
cleaned+speed,0.4995121951219512,0.7782414596273293,0.7311398354876617,0.9230769230769231,0.8048898057277495,0.1605874613897058,264,0.64,0.782608695652174,0.717391304347826,0.8571428571428571,0.8003174603174603,0.09743922224455664,279,LogisticRegression_PCA
cleaned+speed,0.656037296037296,0.8902929487637133,0.7520703933747412,0.9230769230769231,0.8619077152848682,0.1187207507974344,208,0.72,0.8913043478260869,0.7391304347826086,0.8571428571428571,0.8516597653554175,0.09256930784842206,205,LogisticRegression_PCA
cleaned+speed,0.656037296037296,0.9571557971014493,0.8345533115795043,0.975609756097561,0.8996191891957975,0.12132125210637053,149,0.72,0.9565217391304348,0.8260869565217391,0.9523809523809523,0.9008316080055211,0.0968654218762942,137,LogisticRegression_PCA
cleaned+speed,0.656037296037296,0.9571557971014493,0.8549384783725241,0.975609756097561,0.9072902212681383,0.12261938268396615,126,0.72,0.9565217391304348,0.8478260869565217,0.9523809523809523,0.9127881297446515,0.10006612046936492,121,LogisticRegression_PCA
basic,0.5926143421795596,0.6451863354037267,0.6484136310223267,0.8333333333333334,0.7402949773601947,0.11452061495264006,322,0.66,0.6521739130434783,0.6304347826086957,0.7142857142857143,0.6951966873706005,0.05626779193624573,322,LogisticRegression_PCA
basic,0.5435737491877842,0.7531029357116313,0.8152456239412761,0.8333333333333334,0.81587072877176,0.14664347643782427,239,0.66,0.7608695652173914,0.8260869565217391,0.7142857142857143,0.8106038647342996,0.11120848436387352,266,LogisticRegression_PCA
basic,0.6213381555153706,0.8179791223269485,0.8924811098724142,0.9230769230769231,0.8758125517986094,0.13003764206971807,194,0.7,0.8260869565217391,0.8913043478260869,0.8571428571428571,0.8790890269151138,0.10388445046034361,189,LogisticRegression_PCA
basic,0.6213381555153706,0.934175769258228,0.9366031270079245,0.975609756097561,0.9112878013131805,0.13235844271582076,111,0.7,0.9347826086956522,0.9347826086956522,0.9523809523809523,0.9203243616287095,0.10221296872543295,99,LogisticRegression_PCA
basic,0.6213381555153706,0.934175769258228,0.9160355306217858,0.975609756097561,0.9078598685821575,0.13192404066396793,123,0.7,0.9347826086956522,0.9130434782608695,0.9523809523809523,0.9167011732229123,0.10202136315744684,115,LogisticRegression_PCA
cleaned,0.5926143421795596,0.6451863354037267,0.6856091323061568,0.8333333333333334,0.7464942275741664,0.11030835803926153,316,0.66,0.6521739130434783,0.6739130434782609,0.7142857142857143,0.7024430641821947,0.04990026015940211,316,LogisticRegression_PCA
cleaned,0.4995121951219512,0.7586444872801693,0.7921195652173914,0.9230769230769231,0.8162853575092349,0.16254384243616965,237,0.64,0.7608695652173914,0.782608695652174,0.8571428571428571,0.8158971704623879,0.10219074569379621,263,LogisticRegression_PCA
cleaned,0.6213381555153706,0.8902929487637133,0.8924811098724142,0.9230769230769231,0.8878648562047369,0.12744420884785776,170,0.7,0.8913043478260869,0.8913043478260869,0.8571428571428571,0.8899585921325052,0.10114592115319382,161,LogisticRegression_PCA
cleaned,0.6213381555153706,0.932664437012263,0.8752717391304349,1.0,0.9048790552763447,0.13489999062280628,133,0.7,0.9347826086956522,0.8695652173913043,1.0,0.917391304347826,0.10825999650424986,106,LogisticRegression_PCA
cleaned,0.6213381555153706,0.9780585897527427,0.8752717391304349,1.0,0.912444747399758,0.13749413530785795,100,0.7,0.9782608695652174,0.8695652173913043,1.0,0.9246376811594202,0.1106111414672011,77,LogisticRegression_PCA
cleaned+speed,0.5926143421795596,0.6451863354037267,0.6856091323061568,0.8333333333333334,0.7464942275741664,0.11030835803926153,316,0.66,0.6521739130434783,0.6739130434782609,0.7142857142857143,0.7024430641821947,0.04990026015940211,316,LogisticRegression_PCA
cleaned+speed,0.4995121951219512,0.7586444872801693,0.7921195652173914,0.9230769230769231,0.8162853575092349,0.16254384243616965,237,0.64,0.7608695652173914,0.782608695652174,0.8571428571428571,0.8158971704623879,0.10219074569379621,263,LogisticRegression_PCA
cleaned+speed,0.6213381555153706,0.8902929487637133,0.8924811098724142,0.9230769230769231,0.8878648562047369,0.12744420884785776,170,0.7,0.8913043478260869,0.8913043478260869,0.8571428571428571,0.8899585921325052,0.10114592115319382,161,LogisticRegression_PCA
cleaned+speed,0.6213381555153706,0.932664437012263,0.8752717391304349,1.0,0.9048790552763447,0.13489999062280628,133,0.7,0.9347826086956522,0.8695652173913043,1.0,0.917391304347826,0.10825999650424986,106,LogisticRegression_PCA
cleaned+speed,0.6213381555153706,0.9780585897527427,0.8752717391304349,1.0,0.912444747399758,0.13749413530785795,100,0.7,0.9782608695652174,0.8695652173913043,1.0,0.9246376811594202,0.1106111414672011,77,LogisticRegression_PCA
basic,0.5926143421795596,0.618220301613899,0.5117753623188406,0.7647058823529411,0.6906964389272132,0.12271438374794565,334,0.66,0.6086956521739131,0.5217391304347826,0.6190476190476191,0.6372946859903382,0.06439339088020503,334,LogisticRegression_PCA
basic,0.5435737491877842,0.7429347826086956,0.8213981244671781,0.8,0.7954008835416847,0.13421490891079765,279,0.66,0.7391304347826086,0.8260869565217391,0.6666666666666666,0.7740441683919945,0.10078122719521923,291,LogisticRegression_PCA
basic,0.656037296037296,0.8490331777527418,0.8538615409376221,0.8648648648648648,0.8622942683415099,0.10661020284650011,207,0.72,0.8478260869565217,0.8478260869565217,0.7619047619047619,0.8466563146997931,0.08668429384170256,207,LogisticRegression_PCA
basic,0.656037296037296,0.934175769258228,0.8956153863840158,0.975609756097561,0.9059661970226792,0.11671727107924643,129,0.72,0.9347826086956522,0.8913043478260869,0.9523809523809523,0.9080779848171153,0.08994228276558516,127,LogisticRegression_PCA
basic,0.7189473684210526,0.9565217391304348,0.8956153863840158,0.975609756097561,0.9201755373986731,0.0955665262713643,78,0.76,0.9565217391304348,0.8913043478260869,0.9523809523809523,0.918367839889579,0.07755623796117127,105,LogisticRegression_PCA
cleaned,0.5926143421795596,0.6572463768115941,0.4544099378881988,0.7647058823529411,0.6876398807217221,0.13538927805756287,337,0.66,0.6521739130434783,0.4782608695652174,0.6190476190476191,0.6372946859903381,0.07769728410499839,337,LogisticRegression_PCA
cleaned,0.5435737491877842,0.7454802010759327,0.7520703933747412,0.9230769230769231,0.8102616146280021,0.14705874896367604,254,0.66,0.7391304347826086,0.7391304347826086,0.8571428571428571,0.8000276052449965,0.0924216480584163,281,LogisticRegression_PCA
cleaned,0.656037296037296,0.9130434782608695,0.7518299673692566,0.9230769230769231,0.869932903473651,0.12414204878177086,201,0.72,0.9130434782608695,0.7391304347826086,0.8571428571428571,0.863616287094548,0.10415293308069414,199,LogisticRegression_PCA
cleaned,0.656037296037296,0.9352999333226036,0.8549384783725241,0.975609756097561,0.9036475773049975,0.1214025214213134,137,0.72,0.9347826086956522,0.8478260869565217,0.9523809523809523,0.9091649413388544,0.09880260990464021,125,LogisticRegression_PCA
cleaned,0.656037296037296,0.9571557971014493,0.8752717391304349,0.975609756097561,0.9106790980611236,0.12140061048546898,112,0.72,0.9565217391304348,0.8695652173913043,0.9523809523809523,0.9164113181504486,0.09802105129213455,117,LogisticRegression_PCA
cleaned+speed,0.5926143421795596,0.6572463768115941,0.4544099378881988,0.7647058823529411,0.6876398807217221,0.13538927805756287,337,0.66,0.6521739130434783,0.4782608695652174,0.6190476190476191,0.6372946859903381,0.07769728410499839,337,LogisticRegression_PCA
cleaned+speed,0.5435737491877842,0.7454802010759327,0.7520703933747412,0.9230769230769231,0.8102616146280021,0.14705874896367604,254,0.66,0.7391304347826086,0.7391304347826086,0.8571428571428571,0.8000276052449965,0.0924216480584163,281,LogisticRegression_PCA
cleaned+speed,0.656037296037296,0.9130434782608695,0.7518299673692566,0.9230769230769231,0.869932903473651,0.12414204878177086,201,0.72,0.9130434782608695,0.7391304347826086,0.8571428571428571,0.863616287094548,0.10415293308069414,199,LogisticRegression_PCA
cleaned+speed,0.656037296037296,0.9352999333226036,0.8549384783725241,0.975609756097561,0.9036475773049975,0.1214025214213134,137,0.72,0.9347826086956522,0.8478260869565217,0.9523809523809523,0.9091649413388544,0.09880260990464021,125,LogisticRegression_PCA
cleaned+speed,0.656037296037296,0.9571557971014493,0.8752717391304349,0.975609756097561,0.9106790980611236,0.12140061048546898,112,0.72,0.9565217391304348,0.8695652173913043,0.9523809523809523,0.9164113181504486,0.09802105129213455,117,LogisticRegression_PCA
basic,0.5926143421795596,0.6401555319901024,0.16888614516271278,0.7272727272727273,0.5731010276599903,0.18771091500389536,351,0.66,0.6304347826086957,0.30434782608695654,0.5714285714285714,0.5241304347826087,0.1225448353372105,351,LogisticRegression_PCA
basic,0.6884697910784868,0.7051445037715061,0.8213981244671781,0.7647058823529411,0.7933230136483154,0.08295164191072994,280,0.74,0.6956521739130435,0.8260869565217391,0.6190476190476191,0.7479882677708765,0.07900078762010447,308,LogisticRegression_PCA
basic,0.7750519750519751,0.8934816105044551,0.8140568813337691,0.8333333333333334,0.8688820368793607,0.06635631591504652,204,0.8,0.8913043478260869,0.8043478260869565,0.7142857142857143,0.8357832988267773,0.06951584488316738,224,LogisticRegression_PCA
basic,0.7477333333333334,0.9352999333226036,0.8956153863840158,0.95,0.9088346045664878,0.07584128553275016,115,0.78,0.9347826086956522,0.8913043478260869,0.9047619047619048,0.8942684610075915,0.05482349325030653,151,LogisticRegression_PCA
basic,0.7477333333333334,0.9571557971014493,0.8956153863840158,0.95,0.9167455412125557,0.08014025324234604,88,0.78,0.9565217391304348,0.8913043478260869,0.9047619047619048,0.9058281573498964,0.061553441227636674,133,LogisticRegression_PCA
cleaned,0.5926143421795596,0.6630222900245784,0.16888614516271278,0.6875,0.5979002608742731,0.2001957368520761,347,0.66,0.6521739130434783,0.30434782608695654,0.5238095238095238,0.5523567977915803,0.12531497261301608,347,LogisticRegression_PCA
cleaned,0.5840000000000001,0.7051445037715061,0.6153656126482214,0.8333333333333334,0.7680481323137692,0.14235775514200696,311,0.68,0.6956521739130435,0.6086956521739131,0.7142857142857143,0.7426293995859213,0.1022657913258111,309,LogisticRegression_PCA
cleaned,0.7477333333333334,0.8921665555376727,0.7520703933747412,0.8947368421052632,0.8727793091345909,0.09305703107500003,196,0.78,0.8913043478260869,0.7391304347826086,0.8095238095238095,0.8537232574189096,0.0825985423316524,201,LogisticRegression_PCA
cleaned,0.7477333333333334,0.9571557971014493,0.793391994478951,0.95,0.8997083092283781,0.09270272518923914,147,0.78,0.9565217391304348,0.782608695652174,0.9047619047619048,0.8877122153209109,0.07717504705342693,173,LogisticRegression_PCA
cleaned,0.7750519750519751,0.9571557971014493,0.8140568813337691,0.95,0.9077055639906214,0.08129662940241537,124,0.8,0.9565217391304348,0.8043478260869565,0.9047619047619048,0.8946687370600414,0.06762636454656228,149,LogisticRegression_PCA
cleaned+speed,0.5926143421795596,0.6630222900245784,0.16888614516271278,0.6875,0.5979002608742731,0.2001957368520761,347,0.66,0.6521739130434783,0.30434782608695654,0.5238095238095238,0.5523567977915803,0.12531497261301608,347,LogisticRegression_PCA
cleaned+speed,0.5840000000000001,0.7051445037715061,0.6153656126482214,0.8333333333333334,0.7680481323137692,0.14235775514200696,311,0.68,0.6956521739130435,0.6086956521739131,0.7142857142857143,0.7426293995859213,0.1022657913258111,309,LogisticRegression_PCA
cleaned+speed,0.7477333333333334,0.8921665555376727,0.7520703933747412,0.8947368421052632,0.8727793091345909,0.09305703107500003,196,0.78,0.8913043478260869,0.7391304347826086,0.8095238095238095,0.8537232574189096,0.0825985423316524,201,LogisticRegression_PCA
cleaned+speed,0.7477333333333334,0.9571557971014493,0.793391994478951,0.95,0.8997083092283781,0.09270272518923914,147,0.78,0.9565217391304348,0.782608695652174,0.9047619047619048,0.8877122153209109,0.07717504705342693,173,LogisticRegression_PCA
cleaned+speed,0.7750519750519751,0.9571557971014493,0.8140568813337691,0.95,0.9077055639906214,0.08129662940241537,124,0.8,0.9565217391304348,0.8043478260869565,0.9047619047619048,0.8946687370600414,0.06762636454656228,149,LogisticRegression_PCA
basic,0.6194285714285714,0.5652173913043478,0.1245394252026529,0.5517241379310345,0.4876739375805774,0.1726766454021284,360,0.64,0.5652173913043478,0.2826086956521739,0.38095238095238093,0.4340821256038647,0.13393530359406827,360,LogisticRegression_PCA
basic,0.6850727650727652,0.539808818994758,0.801894873458793,0.7647058823529411,0.7563481124534811,0.12001779297300325,313,0.72,0.5434782608695652,0.8043478260869565,0.6190476190476191,0.7073360938578329,0.10544491415254366,315,LogisticRegression_PCA
