mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__class_weight,param_clf__estimator__max_depth,param_clf__estimator__min_samples_leaf,param_clf__threshold,param_feature_selector__feature_set,params,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,split4_test_weighted_f1,split5_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,split5_test_acc,mean_test_acc,std_test_acc,rank_test_acc
0.5438120365142822,0.05435092583067457,0.05173722902933756,0.007649066458078572,,,1,0.3,cleaned_invariant,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.3, 'feature_selector__feature_set': 'cleaned_invariant'}",0.4995121951219512,0.5905320366132724,0.5993395707209687,1.0,1.0,1.0,0.781563967076032,0.22075440070525404,647,0.64,0.6956521739130435,0.717391304347826,1.0,1.0,1.0,0.8421739130434783,0.15949965086588438,502
0.5987265110015869,0.12678195798665642,0.05240639050801595,0.007078428226844547,,,1,0.3,cleaned_invariant+speed,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.3, 'feature_selector__feature_set': 'cleaned_invariant+speed'}",0.4995121951219512,0.5426312817617166,0.5993395707209687,1.0,1.0,1.0,0.7735805079341062,0.2282572556423897,708,0.64,0.6739130434782609,0.717391304347826,1.0,1.0,1.0,0.8385507246376811,0.16299548407943013,551
0.5233152707417806,0.05963485644676249,0.06863057613372803,0.015293030281420804,,,1,0.4,basic,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.4, 'feature_selector__feature_set': 'basic'}",0.5435737491877842,0.6338277919863597,0.6473960821786909,1.0,1.0,1.0,0.8041329372254724,0.19855859485111382,495,0.66,0.717391304347826,0.7391304347826086,1.0,1.0,1.0,0.8527536231884058,0.14912613900659283,375
0.6265067259470621,0.14407082486668807,0.062221924463907875,0.009010019099992847,,,1,0.4,cleaned,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.4, 'feature_selector__feature_set': 'cleaned'}",0.5435737491877842,0.6733254994124559,0.6473960821786909,1.0,1.0,1.0,0.8107158884631552,0.19339072079850733,451,0.66,0.7391304347826086,0.7391304347826086,1.0,1.0,1.0,0.8563768115942029,0.1460251911066141,310
0.5945595502853394,0.07775175088911003,0.05450296401977539,0.013269959111012086,,,1,0.4,cleaned+speed,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.4, 'feature_selector__feature_set': 'cleaned+speed'}",0.5435737491877842,0.6733254994124559,0.6473960821786909,1.0,1.0,1.0,0.8107158884631552,0.19339072079850733,451,0.66,0.7391304347826086,0.7391304347826086,1.0,1.0,1.0,0.8563768115942029,0.1460251911066141,310
0.5601732730865479,0.0640168783463214,0.06129686037699381,0.010797264528090957,,,1,0.4,invariant,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.4, 'feature_selector__feature_set': 'invariant'}",0.4995121951219512,0.5905320366132724,0.5993395707209687,1.0,1.0,1.0,0.781563967076032,0.22075440070525404,647,0.64,0.6956521739130435,0.717391304347826,1.0,1.0,1.0,0.8421739130434783,0.15949965086588438,502
0.5229842662811279,0.0564534237184834,0.05282346407572428,0.005063450441419916,,,1,0.4,cleaned_invariant,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.4, 'feature_selector__feature_set': 'cleaned_invariant'}",0.5435737491877842,0.6733254994124559,0.5993395707209687,1.0,1.0,1.0,0.8027064698868681,0.20084052927952029,503,0.66,0.7391304347826086,0.717391304347826,1.0,1.0,1.0,0.8527536231884058,0.14912613900659286,375
0.49114012718200684,0.05478968554446346,0.06597491105397542,0.01302270204138082,,,1,0.4,cleaned_invariant+speed,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.4, 'feature_selector__feature_set': 'cleaned_invariant+speed'}",0.5435737491877842,0.6733254994124559,0.5993395707209687,1.0,1.0,1.0,0.8027064698868681,0.20084052927952029,503,0.66,0.7391304347826086,0.717391304347826,1.0,1.0,1.0,0.8527536231884058,0.14912613900659286,375
0.5890618165334066,0.05234268259773414,0.06104898452758789,0.0123446270008792,,,1,0.5,basic,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.5, 'feature_selector__feature_set': 'basic'}",0.5840000000000001,0.6733254994124559,0.8554347826086957,1.0,1.0,0.975609756097561,0.8480616730197855,0.16469906100615614,315,0.68,0.7391304347826086,0.8695652173913043,1.0,1.0,0.9523809523809523,0.8735127674258109,0.12499307730255274,184
0.5955978234608968,0.0829690630684309,0.06276996930440266,0.014802167906931642,,,1,0.5,cleaned,"{'clf__estimator__class_weight': None, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__threshold': 0.5, 'feature_selector__feature_set': 'cleaned'}",0.5435737491877842,0.6733254994124559,0.8554347826086957,1.0,1.0,0.975609756097561,0.8413239645510827,0.17581554372263583,341,0.66,0.7391304347826086,0.8695652173913043,1.0,1.0,0.9523809523809523,0.8701794340924774,0.13026476901023376,207
